payment_id,case_id,pay_month,amount,method,adjustment
P-119198,C-33261,2025-09,897.38,Transfer,N
P-112379,C-32097,2025-12,585.94,Transfer,Y
P-115763,C-32673,2025-12,985.81,Transfer,N
P-107649,C-31295,2025-11,674.96,Card,N
P-107603,C-31288,2025-07,1044.49,Transfer,N
P-106469,C-31096,2025-11,966.89,Transfer,Y
P-110539,C-31783,2025-08,411.34,Transfer,N
P-101025,C-30173,2025-10,1128.71,Transfer,Y
P-113369,C-32268,2025-07,756.83,Transfer,N
P-102917,C-30494,2025-09,1064.86,Transfer,Y
P-111725,C-31986,2025-11,629.35,Transfer,N
P-115309,C-32597,2025-10,684.24,Card,N
P-102591,C-30440,2025-07,1032.4,Card,N
P-122591,C-33835,2025-08,1563.62,Transfer,N
P-121976,C-33731,2025-12,695.07,Transfer,N
P-103516,C-30594,2025-08,1132.45,Card,N
P-106813,C-31155,2025-07,517.09,Transfer,N
P-105036,C-30853,2025-09,772.43,Transfer,N
P-111800,C-31999,2025-08,458.71,Card,N
P-107135,C-31208,2025-11,605.38,Card,N
P-112171,C-32062,2025-09,953.31,Transfer,N
P-108760,C-31482,2025-12,636.85,Transfer,N
P-109723,C-31646,2025-07,1334.96,Card,N
P-121584,C-33665,2025-07,820.46,Transfer,N
P-119712,C-33348,2025-12,606.32,Transfer,Y
P-108909,C-31507,2025-11,1196.71,Transfer,N
P-117177,C-32913,2025-09,566.91,Transfer,N
P-100574,C-30097,2025-09,1394.43,Transfer,N
P-113025,C-32209,2025-12,804.63,Transfer,N
P-113657,C-32316,2025-12,683.94,Transfer,N
P-117961,C-33047,2025-10,785.79,Transfer,N
P-111336,C-31918,2025-12,1252.36,Transfer,N
P-121793,C-33700,2025-11,385.35,Card,N
P-122389,C-33800,2025-11,1179.35,Transfer,N
P-117384,C-32948,2025-11,931.73,Card,Y
P-119772,C-33358,2025-12,961.98,Transfer,N
P-101120,C-30190,2025-08,837.42,Transfer,N
P-107150,C-31211,2025-08,1011.75,Transfer,N
P-124371,C-34135,2025-09,1174.82,Transfer,Y
P-121970,C-33730,2025-12,519.55,Transfer,N
P-121191,C-33598,2025-11,909.83,Transfer,N
P-110507,C-31777,2025-12,706.8,Transfer,N
P-102244,C-30380,2025-07,560.87,Transfer,N
P-115997,C-32712,2025-12,979.57,Transfer,N
P-103863,C-30654,2025-07,445.04,Card,N
P-123041,C-33910,2025-08,1185.29,Transfer,Y
P-110369,C-31754,2025-09,833.13,Card,N
P-111909,C-32017,2025-12,665.83,Transfer,N
P-123053,C-33912,2025-10,887.75,Transfer,N
P-100706,C-30120,2025-08,600.3,Card,N
P-119830,C-33368,2025-08,807.66,Card,N
P-122918,C-33889,2025-11,1074.92,Transfer,N
P-112787,C-32168,2025-08,1045.24,Transfer,N
P-101760,C-30298,2025-09,649.36,Transfer,Y
P-121018,C-33569,2025-09,570.93,Card,N
P-113423,C-32277,2025-07,778.77,Transfer,N
P-110388,C-31757,2025-10,462.98,Transfer,N
P-118285,C-33103,2025-08,683.33,Transfer,Y
P-109724,C-31646,2025-08,1314.38,Transfer,Y
P-113806,C-32342,2025-08,662.04,Transfer,N
P-113099,C-32222,2025-12,934.2,Transfer,N
P-122415,C-33805,2025-07,720.86,Card,Y
P-105616,C-30951,2025-10,951.38,Transfer,N
P-122850,C-33878,2025-09,1311.62,Transfer,Y
P-112996,C-32205,2025-07,1291.67,Transfer,N
P-120153,C-33422,2025-09,913.47,Transfer,N
P-113786,C-32338,2025-12,1074.66,Transfer,N
P-122231,C-33774,2025-09,699.38,Card,N
P-123198,C-33937,2025-08,1355.98,Transfer,N
P-106239,C-31057,2025-11,616.46,Transfer,N
P-103909,C-30661,2025-12,471.31,Card,N
P-115751,C-32671,2025-12,1499.45,Transfer,N
P-103908,C-30661,2025-11,583.48,Transfer,N
P-100938,C-30158,2025-12,1409.23,Transfer,N
P-101921,C-30325,2025-09,765.93,Transfer,N
P-114602,C-32477,2025-11,538.61,Card,N
P-101351,C-30228,2025-11,402.03,Card,N
P-114736,C-32500,2025-11,812.64,Transfer,N
P-100339,C-30057,2025-11,858.61,Transfer,Y
P-122762,C-33863,2025-11,637.44,Transfer,N
P-108050,C-31363,2025-08,1201.29,Card,N
P-101216,C-30206,2025-08,736.95,Transfer,N
P-120025,C-33401,2025-08,737.34,Transfer,N
P-109754,C-31651,2025-08,910.95,Transfer,N
P-103715,C-30628,2025-12,622.63,Transfer,N
P-122945,C-33894,2025-08,707.31,Transfer,N
P-108713,C-31475,2025-07,915.34,Transfer,N
P-113096,C-32222,2025-09,1026.47,Transfer,N
P-121312,C-33619,2025-08,787.35,Transfer,N
P-108000,C-31354,2025-11,972.23,Transfer,N
P-107986,C-31352,2025-09,1329.13,Transfer,N
P-112987,C-32203,2025-09,412.7,Card,Y
P-108156,C-31380,2025-12,1353.32,Transfer,Y
P-118647,C-33166,2025-10,793.59,Transfer,Y
P-121083,C-33580,2025-08,646.92,Transfer,N
P-111365,C-31923,2025-11,622.02,Card,Y
P-115152,C-32571,2025-09,729.69,Transfer,N
P-107054,C-31195,2025-08,938.11,Transfer,N
P-120594,C-33496,2025-09,837.76,Card,N
P-106930,C-31174,2025-10,619.63,Transfer,N
P-106944,C-31176,2025-12,773.97,Transfer,N
P-114072,C-32387,2025-09,495.13,Transfer,N
P-110439,C-31766,2025-07,532.39,Transfer,N
P-123683,C-34018,2025-12,587.33,Card,N
P-120465,C-33474,2025-09,762.09,Transfer,N
P-122993,C-33902,2025-08,900.8,Transfer,N
P-114089,C-32390,2025-08,419.02,Card,N
P-118978,C-33223,2025-10,530.61,Transfer,Y
P-108769,C-31484,2025-09,599.95,Transfer,Y
P-117711,C-33004,2025-12,1016.39,Card,Y
P-104010,C-30678,2025-10,1148.73,Transfer,Y
P-104418,C-30748,2025-12,646.81,Transfer,N
P-114946,C-32535,2025-11,659.33,Transfer,N
P-113158,C-32232,2025-11,1161.18,Transfer,N
P-118038,C-33060,2025-09,1327.9,Card,N
P-124341,C-34130,2025-09,936.75,Transfer,N
P-104550,C-30771,2025-08,927.68,Transfer,N
P-106008,C-31019,2025-08,502.98,Transfer,N
P-114664,C-32488,2025-07,697.09,Card,N
P-115007,C-32546,2025-11,1149.63,Transfer,Y
P-116375,C-32776,2025-09,493.73,Transfer,N
P-103654,C-30617,2025-12,820.71,Card,N
P-118502,C-33140,2025-09,736.99,Transfer,N
P-107062,C-31196,2025-10,1319.68,Transfer,N
P-119145,C-33251,2025-12,495.31,Transfer,N
P-118124,C-33074,2025-11,919.05,Card,N
P-123960,C-34065,2025-07,661.39,Transfer,Y
P-107287,C-31235,2025-10,987.76,Transfer,N
P-120938,C-33555,2025-08,779.68,Card,N
P-123803,C-34038,2025-12,1570.47,Transfer,N
P-121110,C-33585,2025-08,437.69,Transfer,N
P-114763,C-32505,2025-08,1160.08,Transfer,N
P-111355,C-31922,2025-07,735.2,Transfer,N
P-101460,C-30247,2025-10,735.91,Transfer,N
P-121615,C-33670,2025-08,1138.63,Transfer,Y
P-105655,C-30958,2025-07,454.85,Transfer,N
P-118910,C-33211,2025-09,1299.28,Transfer,Y
P-113508,C-32291,2025-08,634.77,Transfer,N
P-107939,C-31344,2025-08,876.92,Transfer,Y
P-116323,C-32767,2025-08,663.77,Transfer,N
P-107651,C-31296,2025-07,500.29,Transfer,N
P-123868,C-34049,2025-11,1240.53,Transfer,N
P-123685,C-34019,2025-08,638.53,Card,N
P-115766,C-32674,2025-09,659.08,Transfer,N
P-119923,C-33384,2025-08,575.13,Card,N
P-101809,C-30306,2025-10,463.56,Transfer,Y
P-102385,C-30403,2025-10,793.93,Transfer,N
P-122615,C-33839,2025-08,543.85,Transfer,N
P-121445,C-33641,2025-08,844.26,Card,Y
P-122304,C-33786,2025-10,639.67,Card,N
P-119224,C-33265,2025-11,722.47,Transfer,N
P-110840,C-31834,2025-09,1074.48,Transfer,N
P-109604,C-31626,2025-08,605.61,Card,Y
P-115996,C-32712,2025-11,930.44,Card,N
P-119422,C-33300,2025-10,527.5,Card,N
P-117732,C-33008,2025-09,416.01,Transfer,Y
P-118879,C-33206,2025-11,632.02,Transfer,Y
P-118095,C-33069,2025-12,476.34,Transfer,N
P-110523,C-31780,2025-10,1488.45,Card,N
P-116743,C-32839,2025-11,723.88,Transfer,N
P-123635,C-34010,2025-12,561.39,Transfer,N
P-114675,C-32489,2025-12,418.7,Card,N
P-110904,C-31844,2025-12,1152.43,Transfer,N
P-118662,C-33169,2025-07,523.26,Transfer,N
P-113845,C-32348,2025-11,768.77,Card,N
P-114845,C-32518,2025-12,664.67,Transfer,Y
P-113871,C-32353,2025-07,348.24,Card,N
P-112404,C-32102,2025-10,495.47,Card,N
P-112569,C-32130,2025-11,706.69,Transfer,N
P-112165,C-32061,2025-09,1027.04,Transfer,N
P-102836,C-30480,2025-12,542.45,Transfer,N
P-116790,C-32847,2025-10,645.12,Card,N
P-112099,C-32050,2025-10,1029.15,Card,N
P-124243,C-34114,2025-07,878.0,Transfer,N
P-117915,C-33039,2025-09,883.5,Transfer,N
P-112932,C-32192,2025-09,756.96,Card,N
P-122938,C-33893,2025-07,1655.11,Transfer,N
P-120543,C-33487,2025-09,567.82,Card,N
P-120612,C-33499,2025-09,366.12,Transfer,Y
P-118926,C-33214,2025-12,481.19,Card,Y
P-118727,C-33180,2025-10,665.97,Transfer,N
P-104913,C-30832,2025-12,836.02,Card,N
P-115000,C-32545,2025-08,1002.92,Transfer,N
P-110175,C-31721,2025-12,628.17,Transfer,N
P-122282,C-33782,2025-12,1229.82,Transfer,N
P-123953,C-34063,2025-12,619.77,Card,N
P-113077,C-32219,2025-08,789.05,Transfer,Y
P-111157,C-31887,2025-12,541.9,Transfer,N
P-120503,C-33480,2025-11,1123.46,Transfer,N
P-110228,C-31730,2025-11,897.38,Transfer,N
P-108209,C-31389,2025-11,739.86,Transfer,N
P-105236,C-30887,2025-10,1451.49,Transfer,N
P-124340,C-34130,2025-08,971.87,Transfer,N
P-107636,C-31293,2025-10,561.69,Transfer,N
P-120416,C-33466,2025-08,675.22,Transfer,N
P-119927,C-33384,2025-12,637.05,Transfer,N
P-100456,C-30078,2025-07,831.12,Transfer,N
P-117279,C-32931,2025-08,469.89,Transfer,N
P-104370,C-30740,2025-08,602.69,Card,N
P-118830,C-33197,2025-11,825.07,Transfer,N
P-116678,C-32828,2025-12,968.46,Card,N
P-120245,C-33437,2025-12,622.99,Transfer,N
P-123013,C-33905,2025-10,1145.85,Transfer,N
P-112901,C-32187,2025-09,519.26,Transfer,N
P-114833,C-32516,2025-12,901.76,Transfer,N
P-106811,C-31154,2025-11,1229.58,Transfer,N
P-112696,C-32153,2025-07,594.56,Transfer,N
P-119658,C-33339,2025-12,743.63,Transfer,N
P-123492,C-33985,2025-10,565.66,Transfer,N
P-115533,C-32635,2025-08,486.22,Transfer,N
P-116421,C-32784,2025-10,840.66,Transfer,N
P-115925,C-32700,2025-12,440.57,Transfer,N
P-112769,C-32165,2025-08,636.12,Transfer,Y
P-118083,C-33067,2025-12,1175.61,Transfer,N
P-117116,C-32903,2025-08,728.9,Card,N
P-113675,C-32319,2025-12,615.91,Transfer,N
P-118807,C-33193,2025-12,448.52,Transfer,Y
P-107487,C-31268,2025-11,843.83,Card,N
P-115761,C-32673,2025-10,1029.8,Card,N
P-103261,C-30551,2025-11,1070.07,Transfer,N
P-115537,C-32635,2025-12,502.25,Transfer,N
P-110887,C-31842,2025-07,833.7,Card,N
P-111863,C-32010,2025-08,733.85,Transfer,N
P-108529,C-31443,2025-09,1163.34,Transfer,Y
P-114336,C-32432,2025-08,1886.33,Transfer,N
P-118268,C-33100,2025-09,954.63,Transfer,N
P-104181,C-30707,2025-11,934.41,Card,N
P-112032,C-32039,2025-09,708.25,Transfer,N
P-101493,C-30253,2025-09,832.9,Transfer,Y
P-115186,C-32577,2025-07,463.48,Transfer,Y
P-104081,C-30691,2025-07,462.61,Card,N
P-111968,C-32028,2025-12,1185.69,Transfer,Y
P-123974,C-34067,2025-09,1120.15,Card,N
P-102131,C-30361,2025-08,635.9,Transfer,Y
P-118644,C-33166,2025-07,756.36,Transfer,N
P-117117,C-32903,2025-09,738.27,Transfer,N
P-115225,C-32583,2025-10,899.54,Card,N
P-110024,C-31696,2025-08,1026.79,Transfer,N
P-118072,C-33066,2025-07,428.26,Transfer,N
P-117731,C-33008,2025-08,414.49,Transfer,N
P-119900,C-33380,2025-09,637.45,Transfer,N
P-113613,C-32309,2025-10,732.93,Card,N
P-103456,C-30584,2025-08,1177.01,Transfer,N
P-122193,C-33768,2025-07,1191.09,Transfer,N
P-113293,C-32255,2025-07,1503.86,Transfer,N
P-114904,C-32528,2025-11,482.46,Card,N
P-104238,C-30718,2025-09,692.03,Card,N
P-102724,C-30462,2025-08,823.58,Card,N
P-117326,C-32939,2025-07,581.99,Card,N
P-103598,C-30608,2025-10,732.85,Transfer,N
P-103023,C-30512,2025-07,805.95,Transfer,Y
P-118107,C-33071,2025-12,995.27,Transfer,Y
P-121349,C-33625,2025-09,953.09,Transfer,N
P-121776,C-33697,2025-12,982.57,Transfer,N
P-110962,C-31855,2025-08,940.83,Transfer,N
P-101071,C-30181,2025-08,866.7,Card,N
P-122046,C-33743,2025-10,1466.9,Transfer,N
P-114597,C-32476,2025-12,790.49,Transfer,Y
P-119891,C-33378,2025-12,636.2,Transfer,Y
P-100045,C-30007,2025-10,653.13,Transfer,N
P-107704,C-31304,2025-12,691.5,Transfer,N
P-112202,C-32067,2025-10,908.96,Transfer,N
P-106073,C-31030,2025-07,531.92,Card,Y
P-111343,C-31920,2025-07,776.12,Transfer,N
P-116999,C-32883,2025-08,1133.8,Transfer,N
P-118033,C-33059,2025-10,518.92,Transfer,Y
P-121905,C-33720,2025-07,654.53,Transfer,N
P-110607,C-31795,2025-08,717.35,Transfer,N
P-109897,C-31675,2025-07,712.93,Transfer,N
P-103247,C-30549,2025-09,561.65,Transfer,N
P-110405,C-31760,2025-09,527.59,Card,N
P-123021,C-33906,2025-12,901.37,Transfer,N
P-104297,C-30728,2025-07,611.98,Transfer,N
P-107278,C-31234,2025-07,387.28,Transfer,N
P-122099,C-33752,2025-09,1247.71,Transfer,N
P-123990,C-34070,2025-07,361.62,Card,N
P-115178,C-32575,2025-11,1208.65,Transfer,N
P-104417,C-30748,2025-11,664.22,Transfer,N
P-114435,C-32449,2025-09,842.99,Card,N
P-109555,C-31618,2025-07,1279.08,Transfer,N
P-100373,C-30064,2025-07,592.11,Transfer,N
P-114769,C-32506,2025-08,553.95,Transfer,N
P-120275,C-33442,2025-12,1244.04,Transfer,Y
P-121811,C-33703,2025-11,1508.14,Card,N
P-106286,C-31066,2025-08,627.29,Transfer,N
P-120691,C-33513,2025-10,1057.19,Card,N
P-107654,C-31296,2025-10,369.87,Card,N
P-107245,C-31227,2025-09,666.66,Transfer,N
P-116022,C-32717,2025-07,785.81,Transfer,N
P-115439,C-32619,2025-10,585.86,Transfer,N
P-107007,C-31187,2025-09,873.85,Card,Y
P-103760,C-30636,2025-09,684.46,Transfer,N
P-110587,C-31791,2025-12,770.0,Card,N
P-114739,C-32501,2025-08,782.4,Transfer,N
P-123248,C-33945,2025-09,903.56,Transfer,N
P-110335,C-31748,2025-11,901.77,Transfer,Y
P-119637,C-33336,2025-09,1272.48,Transfer,N
P-116210,C-32748,2025-09,1025.99,Card,N
P-116980,C-32880,2025-07,641.82,Transfer,N
P-115261,C-32589,2025-10,1061.79,Transfer,N
P-105104,C-30865,2025-07,604.47,Transfer,N
P-123534,C-33993,2025-09,667.45,Transfer,N
P-120650,C-33506,2025-10,1046.21,Transfer,N
P-117491,C-32967,2025-12,830.0,Card,N
P-120678,C-33511,2025-09,678.9,Transfer,N
P-123055,C-33912,2025-12,939.39,Card,N
P-118953,C-33219,2025-09,614.57,Transfer,N
P-103370,C-30569,2025-12,637.67,Transfer,Y
P-104612,C-30781,2025-10,1217.86,Card,N
P-105361,C-30908,2025-11,1122.79,Transfer,N
P-118433,C-33128,2025-08,395.38,Transfer,N
P-116101,C-32730,2025-09,1216.18,Card,N
P-114613,C-32479,2025-10,1023.01,Transfer,N
P-103569,C-30603,2025-11,810.08,Transfer,Y
P-114412,C-32444,2025-12,910.13,Transfer,N
P-105572,C-30943,2025-12,896.97,Transfer,N
P-105947,C-31009,2025-07,520.24,Transfer,N
P-109227,C-31561,2025-11,641.84,Transfer,N
P-111348,C-31920,2025-12,757.53,Transfer,N
P-117713,C-33005,2025-08,523.2,Card,N
P-106014,C-31020,2025-08,451.03,Transfer,N
P-102407,C-30407,2025-08,938.78,Transfer,N
P-115294,C-32595,2025-07,369.66,Transfer,N
P-107463,C-31264,2025-11,837.77,Transfer,N
P-122195,C-33768,2025-09,1179.8,Transfer,Y
P-114147,C-32399,2025-12,647.97,Card,N
P-102914,C-30493,2025-12,790.09,Transfer,N
P-118549,C-33148,2025-08,367.2,Transfer,N
P-102544,C-30431,2025-12,932.62,Transfer,N
P-124689,C-34188,2025-12,581.48,Transfer,N
P-105017,C-30850,2025-08,428.05,Card,N
P-122998,C-33903,2025-07,715.46,Transfer,N
P-115143,C-32569,2025-08,779.77,Transfer,N
P-112580,C-32132,2025-10,1264.94,Transfer,N
P-109083,C-31536,2025-12,690.74,Transfer,N
P-123572,C-33999,2025-11,1202.31,Card,N
P-114690,C-32492,2025-09,2128.53,Transfer,N
P-116271,C-32758,2025-10,1028.01,Transfer,N
P-110271,C-31737,2025-12,526.5,Transfer,N
P-100526,C-30089,2025-11,1244.55,Transfer,N
P-109917,C-31678,2025-09,749.88,Transfer,N
P-105364,C-30909,2025-08,505.86,Transfer,N
P-120738,C-33521,2025-09,999.03,Transfer,N
P-119921,C-33383,2025-12,1544.86,Card,N
P-112409,C-32103,2025-09,700.58,Transfer,N
P-100422,C-30072,2025-09,1244.08,Card,N
P-114203,C-32410,2025-07,1095.85,Card,N
P-112368,C-32095,2025-09,1015.84,Transfer,N
P-100511,C-30087,2025-08,934.5,Transfer,Y
P-115832,C-32685,2025-09,613.12,Transfer,N
P-121391,C-33632,2025-07,398.78,Transfer,N
P-119032,C-33232,2025-09,986.19,Card,N
P-104583,C-30776,2025-11,738.87,Transfer,N
P-115229,C-32584,2025-08,781.14,Transfer,N
P-112616,C-32138,2025-08,427.28,Transfer,N
P-115255,C-32588,2025-10,511.95,Transfer,N
P-101285,C-30217,2025-11,700.94,Card,N
P-122382,C-33799,2025-10,1396.66,Transfer,N
P-112384,C-32098,2025-11,707.26,Transfer,N
P-115297,C-32595,2025-10,404.86,Transfer,N
P-115104,C-32562,2025-11,1634.56,Card,N
P-118154,C-33079,2025-11,629.74,Transfer,Y
P-108613,C-31458,2025-10,989.91,Transfer,N
P-122418,C-33805,2025-10,725.6,Transfer,N
P-101739,C-30294,2025-12,1224.41,Transfer,Y
P-103797,C-30643,2025-07,737.49,Transfer,N
P-114726,C-32499,2025-07,625.84,Transfer,N
P-101449,C-30245,2025-08,910.22,Transfer,N
P-117128,C-32905,2025-08,1168.89,Transfer,Y
P-121342,C-33624,2025-08,1061.88,Transfer,N
P-106173,C-31046,2025-11,477.86,Transfer,Y
P-105081,C-30861,2025-07,723.81,Transfer,N
P-112318,C-32086,2025-12,941.67,Transfer,N
P-101615,C-30274,2025-08,827.38,Transfer,N
P-119547,C-33321,2025-09,411.58,Transfer,N
P-115573,C-32642,2025-08,896.44,Transfer,N
P-108571,C-31451,2025-07,614.06,Transfer,N
P-100011,C-30001,2025-12,519.59,Transfer,N
P-103616,C-30611,2025-10,749.23,Transfer,N
P-115327,C-32600,2025-10,489.66,Card,Y
P-119053,C-33235,2025-12,1070.46,Transfer,Y
P-107034,C-31191,2025-12,668.65,Transfer,N
P-106545,C-31109,2025-09,546.65,Card,N
P-112295,C-32083,2025-07,788.69,Transfer,N
P-106147,C-31042,2025-09,680.38,Transfer,N
P-116785,C-32846,2025-11,675.24,Transfer,N
P-112686,C-32150,2025-10,518.24,Transfer,N
P-115503,C-32630,2025-08,708.03,Transfer,N
P-101687,C-30286,2025-08,760.18,Transfer,N
P-121468,C-33645,2025-07,552.83,Card,N
P-112322,C-32087,2025-10,432.58,Transfer,N
P-110691,C-31809,2025-08,675.36,Transfer,N
P-100506,C-30086,2025-09,636.09,Transfer,N
P-100377,C-30064,2025-11,642.52,Transfer,N
P-100496,C-30084,2025-11,909.16,Transfer,N
P-118570,C-33151,2025-11,523.52,Transfer,N
P-113175,C-32235,2025-11,422.22,Transfer,N
P-103486,C-30589,2025-08,604.75,Transfer,N
P-117170,C-32912,2025-08,1219.64,Transfer,N
P-124397,C-34139,2025-11,734.59,Card,N
P-107495,C-31270,2025-07,750.83,Card,Y
P-116819,C-32852,2025-12,598.79,Transfer,Y
P-112703,C-32154,2025-08,570.39,Transfer,N
P-105530,C-30936,2025-12,465.7,Transfer,N
P-116853,C-32858,2025-10,1018.32,Transfer,N
P-120130,C-33418,2025-10,928.0,Transfer,N
P-104024,C-30680,2025-12,676.54,Card,N
P-120333,C-33452,2025-09,610.06,Transfer,N
P-119083,C-33240,2025-12,1134.18,Card,Y
P-121544,C-33658,2025-09,1097.53,Transfer,N
P-112807,C-32172,2025-08,589.47,Transfer,Y
P-104290,C-30726,2025-12,633.51,Card,Y
P-107386,C-31251,2025-12,410.22,Transfer,N
P-120684,C-33512,2025-09,575.73,Transfer,N
P-124414,C-34142,2025-10,682.93,Transfer,N
P-116904,C-32867,2025-07,557.18,Transfer,Y
P-123440,C-33977,2025-10,922.7,Transfer,N
P-108890,C-31504,2025-10,495.42,Transfer,N
P-117874,C-33032,2025-10,524.26,Card,Y
P-100828,C-30140,2025-10,560.19,Transfer,N
P-118311,C-33107,2025-10,617.62,Transfer,N
P-119022,C-33230,2025-11,1127.03,Transfer,N
P-106869,C-31164,2025-09,1078.36,Transfer,N
P-104054,C-30685,2025-12,596.41,Transfer,Y
P-119026,C-33231,2025-09,1022.95,Card,N
P-119024,C-33231,2025-07,1023.5,Card,N
P-104947,C-30838,2025-10,644.36,Card,N
P-118257,C-33097,2025-11,948.83,Transfer,N
P-103612,C-30610,2025-12,680.81,Transfer,N
P-104062,C-30687,2025-08,615.05,Transfer,N
P-111534,C-31952,2025-12,376.25,Transfer,N
P-104030,C-30681,2025-12,559.5,Transfer,N
P-119960,C-33390,2025-09,1136.51,Transfer,N
P-116809,C-32851,2025-08,465.13,Transfer,N
P-117558,C-32979,2025-07,1021.25,Transfer,N
P-108297,C-31404,2025-11,536.81,Transfer,N
P-111243,C-31902,2025-11,499.76,Card,N
P-111492,C-31945,2025-12,751.23,Transfer,N
P-109764,C-31652,2025-12,725.09,Transfer,N
P-112470,C-32113,2025-11,1146.78,Transfer,N
P-104860,C-30824,2025-09,608.87,Transfer,N
P-114123,C-32395,2025-12,1036.24,Card,N
P-109145,C-31547,2025-08,605.52,Transfer,N
P-101362,C-30230,2025-10,614.21,Transfer,N
P-119635,C-33336,2025-07,938.13,Transfer,N
P-101402,C-30237,2025-09,744.08,Transfer,N
P-116992,C-32882,2025-07,891.58,Transfer,Y
P-116479,C-32794,2025-11,426.78,Transfer,N
P-109572,C-31621,2025-07,686.94,Transfer,N
P-105917,C-31004,2025-07,638.96,Transfer,N
P-119827,C-33367,2025-11,652.39,Transfer,N
P-113055,C-32214,2025-12,910.45,Transfer,N
P-102094,C-30355,2025-07,609.78,Transfer,N
P-105348,C-30906,2025-10,538.01,Transfer,N
P-107519,C-31274,2025-07,594.41,Transfer,N
P-108855,C-31498,2025-11,932.17,Transfer,N
P-108277,C-31401,2025-07,537.39,Transfer,N
P-110484,C-31774,2025-07,676.08,Transfer,N
P-122024,C-33739,2025-12,807.91,Card,N
P-115697,C-32662,2025-12,469.98,Card,N
P-112108,C-32052,2025-07,1545.01,Transfer,N
P-100832,C-30141,2025-08,1606.96,Transfer,N
P-122223,C-33773,2025-07,538.76,Transfer,N
P-109907,C-31676,2025-11,629.4,Transfer,N
P-111432,C-31934,2025-12,896.79,Transfer,N
P-105466,C-30926,2025-08,578.03,Transfer,N
P-102468,C-30417,2025-09,342.1,Transfer,N
P-112746,C-32161,2025-09,691.5,Transfer,N
P-108020,C-31358,2025-07,983.75,Transfer,Y
P-118274,C-33101,2025-09,920.58,Transfer,N
P-101834,C-30310,2025-12,604.76,Transfer,N
P-104499,C-30762,2025-11,737.24,Card,N
P-110431,C-31764,2025-11,743.13,Card,Y
P-106959,C-31179,2025-09,1055.66,Transfer,N
P-109767,C-31653,2025-09,785.46,Card,N
P-103710,C-30628,2025-07,629.78,Card,N
P-103429,C-30579,2025-11,1151.71,Card,Y
P-122714,C-33855,2025-11,517.46,Card,N
P-117368,C-32946,2025-07,519.16,Card,N
P-106593,C-31117,2025-09,515.24,Transfer,N
P-116031,C-32718,2025-10,557.61,Transfer,Y
P-108659,C-31466,2025-08,695.92,Transfer,N
P-101165,C-30197,2025-11,1456.12,Card,N
P-110346,C-31750,2025-10,912.45,Transfer,N
P-121760,C-33695,2025-08,391.28,Transfer,N
P-101135,C-30192,2025-11,787.16,Transfer,N
P-112923,C-32190,2025-12,940.3,Transfer,N
P-108787,C-31487,2025-09,653.73,Transfer,N
P-107382,C-31251,2025-08,390.73,Transfer,N
P-102040,C-30346,2025-07,823.47,Card,N
P-118778,C-33189,2025-07,1331.19,Transfer,N
P-113440,C-32279,2025-12,688.4,Card,N
P-119743,C-33354,2025-07,608.76,Transfer,N
P-116385,C-32778,2025-07,373.5,Transfer,Y
P-120705,C-33515,2025-12,611.11,Transfer,N
P-118046,C-33061,2025-11,609.77,Transfer,N
P-123199,C-33937,2025-09,1364.63,Transfer,N
P-116418,C-32784,2025-07,840.66,Card,Y
P-117089,C-32898,2025-11,543.63,Transfer,N
P-118640,C-33165,2025-09,774.44,Transfer,N
P-123121,C-33923,2025-12,508.95,Transfer,N
P-114079,C-32388,2025-10,528.09,Transfer,N
P-101335,C-30226,2025-07,514.53,Transfer,N
P-117946,C-33045,2025-07,1083.39,Transfer,N
P-112907,C-32188,2025-09,1284.61,Transfer,N
P-120420,C-33466,2025-12,653.85,Transfer,Y
P-111239,C-31902,2025-07,404.84,Transfer,N
P-112222,C-32070,2025-12,1127.67,Transfer,N
P-105458,C-30924,2025-12,740.85,Transfer,N
P-113026,C-32210,2025-07,1665.95,Card,N
P-115802,C-32680,2025-09,775.69,Transfer,N
P-118014,C-33056,2025-09,1817.06,Card,N
P-122356,C-33795,2025-08,1127.42,Transfer,N
P-119797,C-33363,2025-07,707.02,Transfer,N
P-102077,C-30352,2025-08,502.74,Transfer,N
P-108809,C-31491,2025-07,675.68,Transfer,N
P-116041,C-32720,2025-09,1792.8,Transfer,N
P-115723,C-32667,2025-08,668.24,Transfer,N
P-123636,C-34011,2025-07,654.58,Transfer,N
P-107015,C-31188,2025-11,975.86,Card,N
P-102843,C-30482,2025-07,626.03,Card,N
P-107338,C-31243,2025-12,753.92,Transfer,N
P-115146,C-32569,2025-11,742.63,Transfer,N
P-114509,C-32462,2025-07,755.51,Transfer,N
P-104758,C-30807,2025-09,890.56,Transfer,N
P-101660,C-30281,2025-11,1073.26,Transfer,N
P-123682,C-34018,2025-11,618.71,Transfer,N
P-110133,C-31714,2025-12,977.99,Card,N
P-111026,C-31865,2025-12,689.5,Transfer,N
P-111216,C-31898,2025-08,543.9,Transfer,Y
P-104681,C-30793,2025-09,1153.43,Transfer,N
P-100161,C-30027,2025-11,1319.94,Card,N
P-111733,C-31988,2025-07,542.81,Transfer,N
P-108920,C-31509,2025-10,1046.01,Transfer,Y
P-115725,C-32667,2025-10,655.3,Card,N
P-123409,C-33972,2025-08,637.05,Transfer,N
P-121154,C-33592,2025-10,494.14,Transfer,N
P-119531,C-33318,2025-11,465.65,Card,N
P-116103,C-32730,2025-11,1159.04,Card,N
