case_id,district,household_size,age_band,language_preference,tenure,opened_date,status,closure_month,monthly_award,payment_adjustments,contact_attempts,months_since_review
C-33395,Calder Central,2,30-44,English,Private tenancy,2021-11-23,Active,,700.4,0,3,17
C-33396,Weybridge,2,45-59,English,Social tenancy,2022-06-24,Active,,961.18,3,0,15
C-33397,Calder Central,1,45-59,English,Resident with family,2024-03-06,Active,,756.31,2,4,1
C-33398,Northgate,2,45-59,English,No fixed abode,2025-06-13,Active,,519.37,0,1,5
C-33399,Weybridge,4,18-29,English,Private tenancy,2025-05-15,Active,,1022.92,0,0,6
C-33400,Weybridge,2,75+,English,Private tenancy,2024-10-01,Active,,1026.15,0,2,22
C-33401,Calder Central,1,60-74,English,No fixed abode,2025-05-20,Suspended,,755.52,1,2,9
C-33402,Weybridge,1,30-44,English,Resident with family,2025-04-15,Active,,650.09,1,4,21
C-33403,Northgate,2,60-74,English,Private tenancy,2023-05-21,Active,,800.32,2,3,7
C-33404,Weybridge,1,60-74,English,No fixed abode,2022-09-16,Active,,631.08,0,1,14
C-33405,Weybridge,4,30-44,English,Social tenancy,2024-12-17,Active,,1273.61,1,0,5
C-33406,Northgate,1,75+,Other,Owner-occupier,2022-01-24,Active,,600.03,2,4,0
C-33407,Northgate,1,75+,English,No fixed abode,2023-06-13,Active,,569.54,2,3,15
C-33408,Weybridge,2,45-59,English,No fixed abode,2021-08-20,Active,,601.99,1,2,11
C-33409,Weybridge,3,45-59,English,Owner-occupier,2023-12-21,Active,,1232.85,1,0,14
C-33410,Calder Central,1,30-44,English,Owner-occupier,2021-03-19,Active,,461.16,0,1,6
C-33411,Calder Central,5,60-74,English,Private tenancy,2023-08-28,Active,,802.33,3,4,1
C-33412,Weybridge,1,30-44,English,Social tenancy,2025-06-25,Active,,721.12,0,5,0
C-33413,Calder Central,5,75+,Other,Private tenancy,2021-08-25,Active,,1165.07,3,3,9
C-33414,Northgate,1,30-44,English,Social tenancy,2022-11-18,Closed,2025-12,568.29,0,1,6
C-33415,Calder Central,1,75+,English,Social tenancy,2024-05-23,Active,,487.25,0,4,5
C-33416,Calder Central,3,18-29,English,Private tenancy,2024-11-04,Active,,1233.65,0,4,12
C-33417,Calder Central,5,45-59,English,Owner-occupier,2021-07-25,Active,,852.17,0,1,15
C-33418,Ash Hill,4,18-29,Spanish,Social tenancy,2022-07-14,Active,,929.7,2,2,11
C-33419,Weybridge,4,18-29,English,Owner-occupier,2024-10-06,Active,,1061.91,1,2,14
C-33420,Northgate,1,30-44,English,Private tenancy,2023-12-27,Active,,722.38,0,3,16
C-33421,Northgate,5,75+,English,Resident with family,2022-01-03,Active,,1372.66,1,2,13
C-33422,Weybridge,4,45-59,English,Social tenancy,2022-07-02,Active,,892.71,1,4,19
C-33423,Calder Central,3,60-74,English,Social tenancy,2024-11-21,Active,,974.08,0,0,8
C-33424,Northgate,3,30-44,Other,No fixed abode,2023-07-08,Active,,1095.55,0,6,21
C-33425,Calder Central,1,30-44,English,No fixed abode,2023-03-28,Active,,431.77,0,0,6
C-33426,Calder Central,4,18-29,English,Owner-occupier,2022-08-09,Active,,1355.96,1,0,16
C-33427,Calder Central,2,45-59,English,No fixed abode,2025-02-08,Active,,706.82,1,0,3
C-33428,Weybridge,5,75+,English,Social tenancy,2021-02-25,Active,,916.62,2,0,1
C-33429,Calder Central,5,30-44,English,Social tenancy,2023-11-05,Active,,1196.67,0,5,10
C-33430,Weybridge,4,60-74,English,Owner-occupier,2021-09-22,Closed,2025-11,869.46,0,1,12
C-33431,Weybridge,5,30-44,Other,No fixed abode,2021-07-21,Active,,1587.58,0,6,4
C-33432,Northgate,3,45-59,English,Social tenancy,2025-05-05,Active,,744.47,3,2,21
C-33433,Calder Central,1,60-74,English,Private tenancy,2022-11-02,Active,,383.09,0,1,22
C-33434,Northgate,3,18-29,English,No fixed abode,2024-09-10,Active,,1026.29,0,1,8
C-33435,Weybridge,1,30-44,English,No fixed abode,2024-01-14,Active,,454.18,2,2,7
C-33436,Weybridge,3,45-59,Spanish,Private tenancy,2024-12-16,Active,,741.1,1,3,21
C-33437,Weybridge,3,75+,English,No fixed abode,2021-02-07,Active,,639.11,0,3,12
C-33438,Calder Central,1,30-44,English,Resident with family,2023-10-21,Active,,378.54,2,1,13
C-33439,Calder Central,3,60-74,English,Social tenancy,2022-12-12,Active,,781.41,0,3,12
C-33440,Northgate,5,18-29,English,Resident with family,2025-03-15,Active,,1187.64,0,3,9
C-33441,Northgate,3,30-44,English,Private tenancy,2022-10-25,Active,,975.15,0,1,20
C-33442,Northgate,3,45-59,English,Social tenancy,2022-04-15,Active,,1229.92,2,0,19
C-33443,Calder Central,1,75+,English,Private tenancy,2021-03-04,Active,,617.61,0,1,15
C-33444,Weybridge,5,30-44,English,Social tenancy,2023-03-04,Active,,1234.04,1,0,2
C-33445,Weybridge,4,18-29,English,Resident with family,2023-05-20,Active,,1216.95,1,0,6
C-33446,Weybridge,1,30-44,Other,Resident with family,2023-06-21,Active,,617.96,2,2,0
C-33447,Calder Central,3,30-44,English,Private tenancy,2023-02-12,Active,,865.41,1,1,21
C-33448,Northgate,3,60-74,English,No fixed abode,2025-07-30,Active,,676.35,1,1,14
C-33449,Weybridge,3,30-44,English,No fixed abode,2025-01-08,Active,,1139.94,0,2,22
C-33450,Weybridge,1,75+,English,Private tenancy,2023-04-01,Active,,618.8,1,1,10
C-33451,Northgate,1,45-59,English,Social tenancy,2023-06-07,Active,,754.29,0,1,16
C-33452,Ash Hill,1,30-44,English,No fixed abode,2021-02-27,Active,,576.88,2,2,6
C-33453,Northgate,2,30-44,English,No fixed abode,2022-12-26,Active,,887.04,3,4,21
C-33454,Northgate,1,18-29,English,Owner-occupier,2025-05-21,Active,,525.99,0,1,13
C-33455,Ash Hill,4,60-74,Spanish,Private tenancy,2021-05-28,Active,,849.94,0,3,16
C-33456,Northgate,3,45-59,English,Owner-occupier,2021-03-17,Active,,871.17,0,2,4
C-33457,Calder Central,3,75+,English,Social tenancy,2021-08-01,Active,,849.04,0,2,5
C-33458,Calder Central,4,30-44,Spanish,Owner-occupier,2023-01-29,Active,,1066.8,1,4,10
C-33459,Ash Hill,1,18-29,Spanish,Owner-occupier,2021-05-16,Active,,760.39,4,4,13
C-33460,Calder Central,5,75+,Other,Social tenancy,2021-07-16,Active,,1547.25,0,5,6
C-33461,Ash Hill,1,30-44,English,Resident with family,2021-05-06,Active,,711.21,1,1,9
C-33462,Northgate,3,30-44,English,Resident with family,2022-04-11,Closed,2025-12,837.19,0,2,11
C-33463,Northgate,3,45-59,Other,Owner-occupier,2024-02-22,Active,,723.27,1,3,6
C-33464,Calder Central,1,30-44,English,Owner-occupier,2025-01-06,Active,,688.73,2,1,20
C-33465,Weybridge,2,45-59,English,No fixed abode,2024-10-11,Active,,637.27,1,0,17
C-33466,Northgate,1,30-44,English,No fixed abode,2024-05-29,Active,,670.31,1,0,12
C-33467,Weybridge,2,60-74,Spanish,Social tenancy,2023-09-26,Active,,1027.08,3,6,16
C-33468,Calder Central,2,30-44,English,Social tenancy,2022-08-01,Suspended,,587.78,2,2,9
C-33469,Ash Hill,2,18-29,English,Owner-occupier,2023-04-09,Active,,956.08,2,4,3
C-33470,Calder Central,5,60-74,English,Private tenancy,2025-03-11,Suspended,,1333.13,1,2,7
C-33471,Weybridge,3,30-44,English,Social tenancy,2024-12-28,Active,,834.52,0,2,3
C-33472,Northgate,2,30-44,English,Social tenancy,2022-10-21,Active,,921.12,1,2,2
C-33473,Ash Hill,1,75+,English,No fixed abode,2024-02-17,Active,,736.15,0,1,10
C-33474,Calder Central,2,18-29,English,No fixed abode,2024-11-22,Suspended,,940.98,0,1,6
C-33475,Ash Hill,2,30-44,English,Private tenancy,2023-10-26,Active,,597.69,0,3,11
C-33476,Northgate,2,60-74,English,Owner-occupier,2022-06-13,Active,,1008.33,2,1,13
C-33477,Northgate,4,45-59,English,No fixed abode,2025-05-26,Active,,1273.91,0,2,6
C-33478,Calder Central,1,75+,English,Owner-occupier,2022-12-23,Active,,736.7,1,2,16
C-33479,Weybridge,3,60-74,English,Private tenancy,2022-08-22,Active,,617.77,1,2,17
C-33480,Weybridge,3,75+,English,Private tenancy,2021-01-20,Active,,1150.04,1,1,7
C-33481,Northgate,4,30-44,Spanish,Private tenancy,2024-04-17,Active,,1163.82,0,4,16
C-33482,Northgate,2,45-59,English,No fixed abode,2021-10-30,Active,,780.84,2,1,8
C-33483,Northgate,2,30-44,English,No fixed abode,2022-06-16,Active,,749.87,0,1,3
C-33484,Calder Central,1,30-44,English,Private tenancy,2021-01-28,Active,,539.68,0,1,4
C-33485,Calder Central,3,18-29,Spanish,Owner-occupier,2025-06-22,Active,,609.23,2,4,1
C-33486,Weybridge,4,60-74,English,Private tenancy,2022-08-02,Suspended,,1185.33,2,4,22
C-33487,Calder Central,2,45-59,Spanish,No fixed abode,2023-03-13,Active,,566.31,0,5,4
C-33488,Northgate,2,18-29,English,Private tenancy,2025-03-09,Active,,998.22,0,0,19
C-33489,Northgate,5,75+,English,Owner-occupier,2022-10-31,Active,,981.05,2,2,13
C-33490,Northgate,3,60-74,Spanish,Resident with family,2021-02-27,Active,,1162.76,0,6,18
C-33491,Ash Hill,1,30-44,English,Owner-occupier,2021-10-03,Active,,376.99,0,0,6
C-33492,Weybridge,2,60-74,English,Social tenancy,2024-03-18,Active,,760.64,0,2,12
C-33493,Calder Central,2,30-44,English,Private tenancy,2022-09-01,Closed,2025-09,719.64,0,1,14
C-33494,Ash Hill,4,30-44,English,Social tenancy,2021-05-19,Active,,1172.77,1,1,15
C-33495,Northgate,2,45-59,English,Private tenancy,2023-04-24,Active,,960.7,2,4,21
C-33496,Calder Central,2,75+,English,Resident with family,2021-05-27,Active,,997.77,1,3,11
C-33497,Ash Hill,1,18-29,English,No fixed abode,2022-03-08,Active,,510.62,0,2,18
C-33498,Weybridge,4,60-74,English,Private tenancy,2022-11-04,Active,,1096.07,0,2,19
C-33499,Northgate,1,30-44,English,Social tenancy,2022-04-09,Active,,491.89,1,2,7
C-33500,Calder Central,1,75+,English,Social tenancy,2023-07-12,Active,,424.51,1,2,4
C-33501,Northgate,6,30-44,English,No fixed abode,2021-12-25,Active,,1404.48,1,1,3
C-33502,Northgate,6,30-44,Spanish,Owner-occupier,2022-01-12,Active,,1797.51,1,2,22
C-33503,Calder Central,1,30-44,Spanish,Resident with family,2022-02-16,Closed,2025-07,720.69,2,6,21
C-33504,Ash Hill,3,45-59,English,No fixed abode,2023-06-27,Active,,1107.97,1,2,3
C-33505,Northgate,5,60-74,English,No fixed abode,2022-03-02,Suspended,,1621.18,1,3,23
C-33506,Northgate,3,30-44,English,Owner-occupier,2023-04-09,Suspended,,1044.25,1,2,21
C-33507,Ash Hill,4,45-59,Spanish,Resident with family,2024-11-21,Active,,1057.91,1,5,7
C-33508,Calder Central,1,18-29,Spanish,No fixed abode,2023-05-20,Active,,539.41,2,5,16
C-33509,Ash Hill,2,30-44,English,Resident with family,2021-06-28,Active,,507.05,1,2,17
C-33510,Northgate,2,75+,English,No fixed abode,2024-06-27,Closed,2025-11,987.75,0,3,14
C-33511,Calder Central,1,18-29,English,Private tenancy,2024-04-29,Active,,718.17,0,0,13
C-33512,Northgate,2,75+,English,Social tenancy,2025-08-22,Active,,574.59,0,2,10
C-33513,Calder Central,2,75+,English,Resident with family,2022-07-26,Active,,999.93,1,1,23
C-33514,Weybridge,2,75+,English,Private tenancy,2025-05-29,Active,,722.22,0,3,4
C-33515,Northgate,1,75+,English,Social tenancy,2021-03-27,Active,,592.33,1,3,7
C-33516,Northgate,2,30-44,English,Owner-occupier,2022-11-10,Active,,790.53,2,3,5
C-33517,Calder Central,2,60-74,English,Social tenancy,2021-09-07,Active,,810.82,1,3,5
C-33518,Calder Central,1,18-29,English,No fixed abode,2023-05-04,Active,,678.16,0,1,7
C-33519,Ash Hill,1,30-44,Spanish,Resident with family,2023-07-30,Active,,651.36,1,4,13
C-33520,Calder Central,3,18-29,English,Resident with family,2025-03-22,Active,,1154.94,1,3,3
C-33521,Calder Central,2,30-44,Spanish,No fixed abode,2021-05-19,Active,,980.39,1,5,19
C-33522,Calder Central,4,30-44,English,Private tenancy,2023-12-27,Active,,1417.76,0,4,4
C-33523,Weybridge,5,60-74,English,Social tenancy,2021-02-06,Suspended,,1061.22,0,3,14
C-33524,Weybridge,1,60-74,Spanish,Owner-occupier,2025-04-10,Active,,653.35,3,5,1
C-33525,Calder Central,2,18-29,English,Private tenancy,2022-09-20,Suspended,,797.18,1,2,15
C-33526,Northgate,2,60-74,English,Social tenancy,2024-07-26,Active,,984.73,2,2,12
C-33527,Northgate,1,60-74,English,Resident with family,2021-07-29,Active,,637.95,1,1,1
C-33528,Calder Central,2,45-59,Spanish,No fixed abode,2024-02-22,Active,,708.88,2,4,3
C-33529,Ash Hill,5,18-29,English,No fixed abode,2025-01-02,Active,,1465.19,2,1,7
C-33530,Northgate,1,18-29,English,Social tenancy,2023-09-27,Active,,442.18,0,1,0
C-33531,Calder Central,3,60-74,English,Resident with family,2021-10-26,Active,,847.94,0,1,14
C-33532,Ash Hill,3,30-44,English,Owner-occupier,2025-03-23,Active,,693.78,0,0,7
C-33533,Calder Central,3,60-74,English,No fixed abode,2024-09-04,Closed,2025-09,671.75,1,2,11
C-33534,Ash Hill,1,60-74,English,Private tenancy,2021-12-23,Active,,576.74,0,3,15
C-33535,Northgate,2,18-29,English,Social tenancy,2021-08-24,Active,,940.01,1,1,6
C-33536,Calder Central,4,18-29,English,No fixed abode,2024-01-09,Active,,1248.96,0,1,13
C-33537,Northgate,1,18-29,Other,Resident with family,2024-01-04,Active,,711.86,1,4,0
C-33538,Northgate,4,45-59,English,Resident with family,2022-11-07,Active,,1152.13,1,0,15
C-33539,Calder Central,3,30-44,English,Resident with family,2025-05-03,Active,,1086.2,0,1,1
C-33540,Weybridge,1,18-29,English,Owner-occupier,2023-12-13,Active,,398.07,0,1,5
C-33541,Northgate,3,18-29,English,No fixed abode,2025-05-04,Active,,985.68,1,0,17
C-33542,Weybridge,3,45-59,English,No fixed abode,2022-04-23,Active,,1108.88,0,2,15
C-33543,Northgate,2,18-29,Other,Private tenancy,2022-05-09,Active,,742.5,3,1,22
C-33544,Calder Central,2,30-44,English,Social tenancy,2025-01-29,Active,,703.44,0,2,15
C-33545,Calder Central,2,60-74,English,Private tenancy,2023-08-07,Active,,939.12,3,1,19
C-33546,Northgate,1,30-44,English,Social tenancy,2022-05-20,Active,,741.5,0,1,4
C-33547,Calder Central,3,30-44,English,Resident with family,2022-07-14,Suspended,,881.32,1,0,12
C-33548,Calder Central,2,45-59,English,Owner-occupier,2022-07-14,Active,,717.66,1,1,17
C-33549,Calder Central,1,45-59,Spanish,Resident with family,2024-10-27,Active,,741.44,3,4,15
C-33550,Weybridge,3,30-44,English,Resident with family,2024-12-08,Active,,761.69,0,1,11
C-33551,Calder Central,1,45-59,English,No fixed abode,2025-01-27,Active,,541.83,0,2,12
C-33552,Calder Central,3,75+,English,Owner-occupier,2023-01-05,Active,,906.79,1,3,20
C-33553,Northgate,2,30-44,English,Resident with family,2022-11-11,Active,,975.77,0,2,22
C-33554,Ash Hill,4,60-74,English,Private tenancy,2022-10-24,Active,,750.44,0,3,14
C-33555,Weybridge,1,60-74,English,Resident with family,2021-01-12,Active,,763.06,1,1,22
C-33556,Northgate,2,60-74,English,No fixed abode,2022-12-03,Active,,1028.47,1,2,21
C-33557,Weybridge,2,30-44,English,Owner-occupier,2022-04-25,Active,,929.48,1,0,19
C-33558,Calder Central,2,45-59,English,Private tenancy,2021-02-14,Active,,1026.38,2,3,5
C-33559,Calder Central,2,60-74,English,Private tenancy,2022-03-13,Active,,656.94,0,1,4
C-33560,Weybridge,3,18-29,Spanish,Social tenancy,2023-01-21,Active,,779.25,3,4,8
C-33561,Weybridge,3,75+,English,Owner-occupier,2023-12-27,Active,,799.63,0,3,5
C-33562,Northgate,2,18-29,English,Owner-occupier,2021-05-12,Active,,615.45,1,1,0
C-33563,Northgate,2,45-59,English,Private tenancy,2021-03-10,Closed,2025-09,1009.3,1,3,7
C-33564,Calder Central,2,30-44,English,Resident with family,2024-06-02,Closed,2025-10,630.98,1,2,10
C-33565,Weybridge,5,60-74,English,Resident with family,2023-05-29,Active,,1162.59,0,0,19
C-33566,Weybridge,2,75+,English,Private tenancy,2022-05-23,Active,,599.69,1,2,12
C-33567,Northgate,1,30-44,English,Owner-occupier,2024-08-31,Active,,423.25,1,1,7
C-33568,Weybridge,1,45-59,English,No fixed abode,2025-05-05,Active,,696.33,1,3,19
C-33569,Weybridge,2,75+,English,Owner-occupier,2024-05-12,Active,,595.17,2,0,10
C-33570,Ash Hill,4,75+,English,Resident with family,2024-08-21,Active,,965.11,2,1,13
C-33571,Weybridge,2,45-59,Spanish,Private tenancy,2021-12-03,Active,,658.31,0,5,21
C-33572,Weybridge,5,30-44,English,Private tenancy,2023-06-30,Active,,853.66,0,5,19
C-33573,Weybridge,3,30-44,English,Private tenancy,2021-08-30,Active,,1114.81,0,2,16
C-33574,Weybridge,5,75+,English,Private tenancy,2022-12-03,Active,,1453.72,1,0,2
C-33575,Calder Central,1,30-44,English,Private tenancy,2021-11-09,Suspended,,608.61,2,2,10
C-33576,Northgate,1,18-29,English,Private tenancy,2025-08-28,Closed,2025-10,442.82,1,4,13
C-33577,Northgate,3,45-59,English,Resident with family,2021-03-17,Active,,935.05,1,2,13
C-33578,Weybridge,2,30-44,Spanish,No fixed abode,2024-12-03,Suspended,,611.47,1,8,5
C-33579,Calder Central,4,18-29,English,Resident with family,2025-04-10,Active,,1160.09,0,0,11
C-33580,Weybridge,2,75+,Spanish,Resident with family,2023-01-15,Closed,2025-09,640.42,4,6,3
C-33581,Ash Hill,3,60-74,English,Private tenancy,2021-12-25,Active,,835.63,2,2,0
C-33582,Northgate,1,30-44,English,No fixed abode,2023-05-20,Active,,554.48,1,1,19
C-33583,Weybridge,2,60-74,Spanish,Private tenancy,2023-12-23,Active,,922.9,2,3,16
C-33584,Northgate,1,18-29,Other,Social tenancy,2024-12-16,Active,,709.78,2,3,2
C-33585,Calder Central,1,60-74,English,No fixed abode,2023-05-25,Active,,434.96,0,3,7
C-33586,Northgate,2,30-44,English,Resident with family,2021-11-13,Active,,804.47,1,2,8
C-33587,Calder Central,4,18-29,English,Owner-occupier,2021-10-16,Active,,1325.37,0,2,13
C-33588,Calder Central,3,18-29,Other,Private tenancy,2023-04-22,Active,,1161.02,2,5,18
C-33589,Calder Central,5,30-44,Spanish,Social tenancy,2024-06-27,Active,,1526.15,1,5,5
C-33590,Northgate,3,18-29,English,Owner-occupier,2022-10-26,Active,,1067.48,1,2,6
C-33591,Calder Central,3,60-74,English,Owner-occupier,2021-09-10,Active,,850.93,0,3,0
C-33592,Northgate,1,30-44,English,Social tenancy,2022-04-10,Active,,498.39,0,2,23
C-33593,Northgate,3,30-44,English,Private tenancy,2024-09-10,Active,,637.84,0,3,9
C-33594,Calder Central,1,60-74,English,Private tenancy,2022-04-29,Active,,554.1,1,1,14
C-33595,Weybridge,2,45-59,English,Private tenancy,2024-04-20,Active,,655.16,1,1,9
C-33596,Calder Central,4,18-29,English,Private tenancy,2022-05-06,Active,,846.03,0,1,8
C-33597,Northgate,4,18-29,English,Owner-occupier,2023-12-28,Suspended,,1189.77,1,3,16
C-33598,Calder Central,3,60-74,English,Private tenancy,2024-10-27,Active,,948.49,0,2,7
C-33599,Weybridge,2,30-44,English,Social tenancy,2025-06-03,Active,,774.85,3,2,11
C-33600,Northgate,2,30-44,English,Social tenancy,2024-08-08,Active,,567.64,0,3,9
C-33601,Northgate,4,45-59,English,Social tenancy,2022-06-16,Active,,1059.16,0,3,6
C-33602,Northgate,2,18-29,English,Owner-occupier,2022-01-14,Active,,858.04,1,1,11
C-33603,Weybridge,1,75+,English,Private tenancy,2022-11-10,Active,,560.38,0,1,7
C-33604,Weybridge,1,45-59,Spanish,Social tenancy,2024-06-04,Active,,712.13,1,3,10
C-33605,Northgate,4,45-59,English,Private tenancy,2021-07-25,Active,,1424.65,1,2,19
C-33606,Weybridge,6,18-29,English,Social tenancy,2022-01-06,Active,,1089.58,1,2,16
C-33607,Northgate,1,18-29,Other,Owner-occupier,2024-11-12,Active,,423.17,3,4,20
C-33608,Weybridge,3,45-59,English,No fixed abode,2022-11-30,Active,,1237.44,2,1,3
C-33609,Weybridge,2,30-44,English,No fixed abode,2025-01-02,Active,,577.53,0,0,16
C-33610,Weybridge,2,45-59,English,Owner-occupier,2021-04-07,Active,,825.49,1,2,22
C-33611,Northgate,2,60-74,English,No fixed abode,2024-07-08,Active,,851.42,1,1,20
C-33612,Calder Central,5,30-44,English,No fixed abode,2024-04-25,Active,,1003.42,0,2,6
C-33613,Weybridge,4,60-74,Other,Private tenancy,2025-06-06,Active,,1241.41,4,2,9
C-33614,Calder Central,3,75+,English,Private tenancy,2024-06-12,Closed,2025-10,825.26,1,3,18
C-33615,Ash Hill,1,18-29,English,Private tenancy,2021-01-25,Suspended,,453.19,0,1,4
C-33616,Northgate,2,75+,English,Owner-occupier,2022-09-09,Active,,756.52,4,2,7
C-33617,Calder Central,1,60-74,English,Social tenancy,2024-01-19,Active,,462.73,0,2,22
C-33618,Northgate,4,30-44,English,No fixed abode,2022-01-09,Active,,989.76,0,3,17
C-33619,Ash Hill,3,45-59,English,Resident with family,2025-07-10,Active,,773.01,3,0,20
C-33620,Calder Central,1,60-74,English,No fixed abode,2023-08-22,Active,,733.72,0,1,4
C-33621,Northgate,3,60-74,English,No fixed abode,2023-07-12,Active,,722.95,0,0,10
C-33622,Weybridge,1,45-59,English,Resident with family,2023-01-31,Active,,444.2,0,3,8
C-33623,Calder Central,4,18-29,English,Social tenancy,2021-10-15,Active,,1279.83,2,0,14
C-33624,Calder Central,4,75+,Spanish,Owner-occupier,2024-08-28,Active,,1039.76,2,4,19
C-33625,Ash Hill,3,18-29,English,Social tenancy,2022-01-08,Active,,952.88,0,3,8
C-33626,Weybridge,2,18-29,English,Private tenancy,2024-03-08,Active,,856.64,2,1,22
C-33627,Calder Central,4,45-59,Spanish,Private tenancy,2023-06-04,Active,,985.93,1,5,19
C-33628,Ash Hill,4,18-29,English,Resident with family,2024-07-30,Active,,1011.03,0,1,2
C-33629,Weybridge,1,30-44,English,No fixed abode,2022-03-19,Active,,757.61,0,2,8
C-33630,Calder Central,1,45-59,English,No fixed abode,2025-08-03,Suspended,,461.87,2,1,10
C-33631,Ash Hill,4,30-44,Spanish,Owner-occupier,2021-10-27,Active,,1340.6,2,6,6
C-33632,Calder Central,2,60-74,English,No fixed abode,2024-06-25,Active,,512.65,1,1,17
C-33633,Northgate,4,60-74,Other,Social tenancy,2022-10-28,Active,,1443.28,0,4,22
C-33634,Northgate,1,18-29,Other,Resident with family,2025-06-15,Active,,749.16,2,1,18
C-33635,Northgate,2,60-74,English,No fixed abode,2021-09-29,Active,,856.5,0,0,4
C-33636,Calder Central,1,60-74,English,Owner-occupier,2024-09-10,Active,,737.73,0,1,10
C-33637,Calder Central,3,30-44,English,No fixed abode,2024-04-29,Closed,2025-11,783.76,1,2,14
C-33638,Weybridge,1,30-44,English,Private tenancy,2024-02-10,Active,,739.59,1,4,0
C-33639,Northgate,1,18-29,English,No fixed abode,2025-04-02,Active,,527.98,1,3,4
C-33640,Weybridge,5,18-29,English,Owner-occupier,2025-02-10,Active,,1077.39,1,0,17
C-33641,Calder Central,3,30-44,English,Resident with family,2024-05-10,Active,,850.04,2,3,7
C-33642,Ash Hill,2,45-59,English,No fixed abode,2021-11-05,Active,,664.05,0,3,13
C-33643,Northgate,2,45-59,Spanish,Social tenancy,2022-01-24,Active,,641.63,2,4,11
C-33644,Calder Central,2,30-44,English,Private tenancy,2023-08-23,Active,,597.76,1,3,0
C-33645,Northgate,1,75+,English,Resident with family,2025-01-21,Active,,586.25,0,1,13
C-33646,Weybridge,3,18-29,English,Private tenancy,2021-06-22,Active,,980.93,1,0,14
C-33647,Calder Central,3,30-44,English,Resident with family,2024-03-22,Active,,1188.67,0,2,11
C-33648,Calder Central,2,18-29,English,Private tenancy,2021-07-12,Closed,2025-08,517.28,2,2,11
C-33649,Northgate,1,30-44,English,Social tenancy,2023-03-31,Active,,750.8,1,1,23
C-33650,Calder Central,1,60-74,English,No fixed abode,2024-08-27,Active,,572.78,1,1,1
C-33651,Ash Hill,2,75+,Other,No fixed abode,2022-07-29,Active,,804.84,0,3,13
C-33652,Weybridge,3,75+,English,No fixed abode,2023-10-03,Active,,894.32,3,2,15
C-33653,Calder Central,3,30-44,Spanish,Owner-occupier,2024-08-07,Active,,844.06,3,2,21
C-33654,Calder Central,1,30-44,English,No fixed abode,2025-06-18,Active,,397.05,0,3,7
C-33655,Calder Central,3,45-59,English,Social tenancy,2025-04-06,Active,,1214.35,0,2,19
C-33656,Calder Central,4,60-74,English,Resident with family,2022-03-01,Active,,1044.73,0,0,21
C-33657,Ash Hill,1,60-74,English,Social tenancy,2022-02-26,Active,,695.14,1,3,7
C-33658,Northgate,3,30-44,English,Resident with family,2021-05-28,Active,,1052.93,0,0,23
C-33659,Calder Central,6,60-74,English,Resident with family,2024-04-02,Active,,1207.33,0,3,23
C-33660,Ash Hill,5,18-29,English,Owner-occupier,2024-07-07,Active,,1405.15,0,3,8
C-33661,Northgate,3,60-74,English,Resident with family,2023-09-09,Active,,1038.65,0,3,20
C-33662,Weybridge,3,30-44,Other,No fixed abode,2023-10-05,Active,,822.33,1,5,10
C-33663,Northgate,1,60-74,English,Private tenancy,2024-09-16,Active,,577.87,1,2,23
C-33664,Weybridge,3,75+,Other,Owner-occupier,2023-10-21,Active,,774.36,1,2,15
C-33665,Calder Central,2,75+,English,No fixed abode,2021-12-20,Active,,849.34,0,3,16
C-33666,Weybridge,2,75+,English,Owner-occupier,2025-08-12,Active,,719.1,2,0,0
C-33667,Calder Central,1,18-29,English,Social tenancy,2024-07-22,Active,,604.47,2,4,2
C-33668,Weybridge,3,45-59,Spanish,Social tenancy,2021-11-23,Active,,1125.66,3,5,21
C-33669,Northgate,3,60-74,English,Resident with family,2024-08-01,Active,,724.33,1,3,1
C-33670,Calder Central,3,30-44,Spanish,Private tenancy,2024-01-29,Active,,1206.0,1,5,7
C-33671,Weybridge,2,60-74,English,Private tenancy,2021-07-02,Active,,745.02,0,4,17
C-33672,Calder Central,1,30-44,English,No fixed abode,2024-06-19,Active,,626.84,1,1,21
C-33673,Northgate,5,75+,English,Social tenancy,2024-12-22,Active,,1304.86,0,3,15
C-33674,Ash Hill,2,60-74,Other,No fixed abode,2023-08-27,Active,,831.4,3,4,17
C-33675,Calder Central,2,60-74,English,Private tenancy,2024-06-20,Active,,898.03,0,2,2
C-33676,Northgate,2,60-74,English,Private tenancy,2022-06-29,Active,,773.01,0,0,18
C-33677,Weybridge,3,30-44,Other,Owner-occupier,2023-07-04,Closed,2025-11,1102.85,1,6,20
C-33678,Northgate,4,30-44,English,No fixed abode,2023-11-14,Active,,833.54,0,3,21
C-33679,Weybridge,2,60-74,English,No fixed abode,2021-02-06,Closed,2025-08,749.97,1,0,19
C-33680,Weybridge,1,45-59,English,Owner-occupier,2023-01-31,Active,,453.44,2,1,15
C-33681,Ash Hill,5,30-44,English,Social tenancy,2021-12-21,Active,,1116.18,2,2,8
C-33682,Ash Hill,1,30-44,Other,Private tenancy,2021-08-25,Active,,404.77,4,6,2
C-33683,Ash Hill,2,18-29,English,Social tenancy,2024-02-12,Active,,988.89,1,2,12
C-33684,Calder Central,3,18-29,English,Private tenancy,2023-03-09,Active,,1040.75,2,2,7
C-33685,Weybridge,4,60-74,Spanish,Private tenancy,2022-10-18,Suspended,,1408.24,2,3,14
