case_id,district,household_size,age_band,language_preference,tenure,opened_date,status,closure_month,monthly_award,payment_adjustments,contact_attempts,months_since_review,payment_count,total_paid,average_payment,maximum_payment,minimum_payment,payment_std,adjustment_payment_count,needs_figure,average_payment_to_award_ratio,maximum_payment_to_award_ratio,payment_variability,adjustment_rate,award_to_needs_ratio,unusual_payment_count,first_month_payment,last_month_payment,first_to_last_change,first_to_last_change_pct,high_payment_months,months_above_award,largest_monthly_increase,largest_monthly_decrease,risk_score,average_ratio_score,maximum_ratio_score,high_month_score,above_award_score,variability_score,administrative_activity_flag,administrative_context,final_risk_score,investigator_context,rank
C-31868,Ash Hill,1,45-59,English,Resident with family,2024-03-30,Active,0,524.41,1,2,14,6,2996.96,499.49333333333334,551.75,396.74,53.27228159809438,0,1240,0.9524862861755752,1.0521347800385195,0.10665263786922959,0.0,0.4229112903225806,0,513.45,396.74,-116.71000000000004,-0.2273054825202065,0,1,50.99000000000001,-113.98000000000002,7.29,0.0,0.52,0.0,2.5,4.27,0,,7.29,No strong administrative-activity warning detected.,3069
C-32583,Northgate,2,18-29,Spanish,Social tenancy,2024-04-11,Active,0,917.48,2,5,18,6,5241.79,873.6316666666667,962.2,689.63,94.00947493027854,2,1670,0.9522078592085568,1.0487422069145922,0.10760767783174664,0.3333333333333333,0.5493892215568862,0,689.63,908.1,218.47000000000003,0.3167930629467976,0,1,204.19000000000005,-62.66000000000008,7.29,0.0,0.49,0.0,2.5,4.3,0,,7.29,No strong administrative-activity warning detected.,3070
C-32078,Ash Hill,1,75+,English,No fixed abode,2022-11-02,Active,0,549.42,1,2,12,6,3293.89,548.9816666666667,579.8,516.57,23.767669988172344,3,1240,0.9992021889750404,1.0552946743838958,0.043294105124650206,0.5,0.4430806451612903,0,540.18,579.8,39.620000000000005,0.07334592172979379,0,2,44.15999999999997,-56.25999999999999,7.28,0.0,0.55,0.0,5.0,1.73,0,,7.28,No strong administrative-activity warning detected.,3071
C-33865,Calder Central,1,30-44,English,Resident with family,2023-09-26,Active,0,393.53,2,5,2,6,2192.11,365.3516666666667,406.47,307.8,40.63257482201524,0,1240,0.9283959715057727,1.0328818641526696,0.11121497047688822,0.0,0.3173629032258064,0,307.8,321.27,13.46999999999997,0.04376218323586735,0,1,75.63,-71.69,7.28,0.0,0.33,0.0,2.5,4.45,0,,7.28,No strong administrative-activity warning detected.,3072
C-30701,Northgate,1,18-29,English,Social tenancy,2023-03-24,Active,0,730.26,1,0,7,6,4162.19,693.6983333333333,739.64,529.62,80.73800850074682,1,1240,0.9499333570691716,1.0128447402295073,0.11638777927112433,0.16666666666666666,0.5889193548387097,0,724.51,739.64,15.129999999999995,0.020883079598625273,0,1,186.48000000000002,-197.55999999999995,7.28,0.0,0.13,0.0,2.5,4.66,0,,7.28,No strong administrative-activity warning detected.,3073
C-33533,Calder Central,3,60-74,English,No fixed abode,2024-09-04,Closed,2025-09,671.75,1,2,11,3,2035.5300000000002,678.5100000000001,703.59,648.73,27.730351602531144,1,2000,1.010063267584667,1.0473985857834016,0.040869481072542985,0.3333333333333333,0.335875,1,648.73,0.0,0.0,0.0,0,2,34.48000000000002,20.379999999999995,7.28,0.17,0.47,0.0,5.0,1.63,0,,7.28,No strong administrative-activity warning detected.,3074
C-30782,Calder Central,1,60-74,Spanish,Social tenancy,2021-06-04,Active,0,446.6,2,7,3,6,2503.34,417.22333333333336,450.09,318.62,48.99998108843174,3,1240,0.9342215256008359,1.0078145991939094,0.11744305069650564,0.5,0.36016129032258065,0,425.75,318.62,-107.13,-0.25162654139753377,0,1,18.189999999999998,-122.05000000000001,7.28,0.0,0.08,0.0,2.5,4.7,1,7 contact attempts,7.28,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,3075
C-34042,Calder Central,5,30-44,Other,Private tenancy,2023-04-09,Active,0,1133.6,3,6,19,6,6730.61,1121.7683333333332,1187.36,1071.95,50.77989500448634,2,2660,0.9895627499411903,1.04742413549753,0.0452677201660649,0.3333333333333333,0.4261654135338345,0,1177.55,1187.36,9.809999999999945,0.008330856439216973,0,2,106.81999999999994,-55.11999999999989,7.28,0.0,0.47,0.0,5.0,1.81,1,6 contact attempts,7.28,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,3076
C-31218,Weybridge,1,30-44,English,Social tenancy,2023-04-12,Active,0,392.76,2,2,20,6,2304.17,384.02833333333336,412.82,370.49,16.981193617253947,1,1240,0.9777684421359949,1.0510744474997453,0.04421859572146312,0.16666666666666666,0.316741935483871,0,376.98,373.54,-3.4399999999999977,-0.009125152527985562,0,2,42.329999999999984,-23.120000000000005,7.28,0.0,0.51,0.0,5.0,1.77,0,,7.28,No strong administrative-activity warning detected.,3077
C-32424,Calder Central,2,30-44,Spanish,Resident with family,2022-10-01,Active,0,783.98,0,5,23,6,4690.18,781.6966666666667,825.94,741.03,33.857538993061304,0,1670,0.9970875107358181,1.0535217735146305,0.043312886490149166,0.0,0.4694491017964072,0,766.31,825.94,59.63000000000011,0.07781446151035497,0,2,54.1400000000001,-55.67999999999995,7.27,0.0,0.54,0.0,5.0,1.73,0,,7.27,No strong administrative-activity warning detected.,3078
C-30837,Weybridge,2,75+,English,No fixed abode,2025-08-05,Active,0,880.45,0,2,7,6,4968.02,828.0033333333334,892.11,634.89,96.0363268074465,0,1670,0.9404319760728416,1.0132432278948265,0.11598543501126786,0.0,0.5272155688622755,0,860.21,892.11,31.899999999999977,0.037083967868311196,0,1,238.78999999999996,-206.80000000000007,7.27,0.0,0.13,0.0,2.5,4.64,0,,7.27,No strong administrative-activity warning detected.,3079
C-33715,Weybridge,2,75+,English,No fixed abode,2022-10-18,Active,0,675.96,0,4,1,6,4010.56,668.4266666666666,712.08,639.75,28.853849425452204,0,1670,0.9888553563327217,1.0534351145038168,0.04316681374987863,0.0,0.4047664670658683,0,652.42,642.28,-10.139999999999986,-0.015542135434229463,0,2,59.66000000000008,-72.33000000000004,7.26,0.0,0.53,0.0,5.0,1.73,0,,7.26,No strong administrative-activity warning detected.,3080
C-33273,Calder Central,1,45-59,English,Private tenancy,2021-11-16,Active,0,373.26,0,3,21,6,2229.9700000000003,371.6616666666667,393.75,357.67,15.862795991459596,0,1240,0.9957179088749577,1.05489471146118,0.04268074276728277,0.0,0.30101612903225805,0,393.75,372.2,-21.55000000000001,-0.05473015873015876,0,2,28.80000000000001,-36.079999999999984,7.26,0.0,0.55,0.0,5.0,1.71,0,,7.26,No strong administrative-activity warning detected.,3081
C-33946,Weybridge,1,30-44,English,Social tenancy,2021-10-09,Active,0,654.98,0,1,13,6,3859.37,643.2283333333334,690.42,621.13,27.576825355117773,0,1240,0.9820579763249768,1.0541085223976303,0.04287252896993723,0.0,0.5282096774193549,0,690.42,662.47,-27.949999999999932,-0.04048260479128637,0,2,41.34000000000003,-56.610000000000014,7.26,0.0,0.54,0.0,5.0,1.71,0,,7.26,No strong administrative-activity warning detected.,3082
C-32080,Calder Central,2,18-29,Spanish,Social tenancy,2022-01-01,Active,0,532.86,1,5,3,6,3190.77,531.795,563.05,507.89,22.5470022397657,2,1670,0.9980013511991892,1.0566565326727468,0.04239792070208577,0.3333333333333333,0.31907784431137726,0,563.05,509.24,-53.809999999999945,-0.09556877719563085,0,2,20.49000000000001,-55.15999999999997,7.26,0.0,0.57,0.0,5.0,1.7,0,,7.26,No strong administrative-activity warning detected.,3083
C-30150,Northgate,2,18-29,English,Private tenancy,2021-07-22,Active,0,829.08,1,3,15,6,4949.4,824.9,877.68,780.45,34.55913366969723,2,1670,0.9949582669947411,1.0586191923577941,0.04189493716777456,0.3333333333333333,0.4964550898203593,0,798.66,780.45,-18.209999999999923,-0.022800691157689033,0,2,54.01999999999998,-56.17999999999995,7.26,0.0,0.59,0.0,5.0,1.68,0,,7.26,No strong administrative-activity warning detected.,3084
C-33058,Northgate,1,60-74,English,Resident with family,2022-10-23,Closed,2025-08,527.64,1,4,18,6,2957.97,492.99499999999995,539.6,394.15,55.931666075667714,2,1240,0.9343397013115002,1.0226669699037223,0.11345280596287532,0.3333333333333333,0.42551612903225805,0,524.43,458.57,-65.85999999999996,-0.12558396735503302,0,1,64.42000000000002,-145.45000000000005,7.26,0.0,0.23,0.0,2.5,4.54,0,,7.26,No strong administrative-activity warning detected.,3085
C-32127,Ash Hill,3,45-59,Other,No fixed abode,2023-04-04,Active,0,1187.95,2,4,10,6,7095.85,1182.6416666666667,1254.17,1125.07,50.12374025017159,2,2000,0.9955315178809433,1.0557430868302538,0.04238286343440596,0.3333333333333333,0.593975,0,1254.17,1230.96,-23.210000000000036,-0.018506263106277485,0,2,105.8900000000001,-75.92000000000007,7.25,0.0,0.56,0.0,5.0,1.7,0,,7.25,No strong administrative-activity warning detected.,3086
C-33323,Northgate,2,75+,English,Resident with family,2022-06-07,Active,0,919.99,0,0,9,6,5435.54,905.9233333333333,967.62,865.41,39.27374373123428,0,1670,0.9847099787316528,1.0517723018728464,0.04335217152065953,0.0,0.5508922155688623,0,967.62,873.38,-94.24000000000001,-0.09739360492755421,0,2,49.200000000000045,-65.58000000000004,7.25,0.0,0.52,0.0,5.0,1.73,0,,7.25,No strong administrative-activity warning detected.,3087
C-32979,Calder Central,2,60-74,Other,No fixed abode,2025-07-31,Active,0,973.58,0,5,17,6,5827.83,971.305,1023.35,917.95,42.10827840223347,0,1670,0.9976632634195443,1.0511206064216603,0.04335227184276152,0.0,0.5829820359281437,0,1021.25,1023.35,2.1000000000000227,0.002056303549571626,0,2,105.39999999999998,-70.15999999999997,7.25,0.0,0.51,0.0,5.0,1.73,0,,7.25,No strong administrative-activity warning detected.,3088
C-31706,Ash Hill,1,45-59,Spanish,Social tenancy,2024-10-07,Active,0,535.09,2,4,6,6,3161.28,526.88,562.33,503.21,22.9794717084619,1,1240,0.9846567867087779,1.0509073240015698,0.043614241778890644,0.16666666666666666,0.4315241935483871,0,506.43,542.79,36.35999999999996,0.07179669450861907,0,2,55.900000000000034,-47.0,7.25,0.0,0.51,0.0,5.0,1.74,0,,7.25,No strong administrative-activity warning detected.,3089
C-32128,Northgate,3,45-59,English,Resident with family,2021-11-12,Active,0,893.11,0,3,21,6,5237.83,872.9716666666667,932.79,845.18,39.08763866833943,0,2000,0.9774514524153427,1.0444290177021867,0.04477538064619061,0.0,0.446555,0,846.08,849.39,3.3099999999999454,0.003912159606656516,0,2,86.70999999999992,-87.61000000000001,7.24,0.0,0.44,0.0,5.0,1.79,0,,7.24,No strong administrative-activity warning detected.,3090
C-34073,Weybridge,3,45-59,English,No fixed abode,2022-02-27,Active,0,605.53,2,0,7,6,3604.31,600.7183333333334,637.06,573.55,25.848074138447213,2,2000,0.9920537930958555,1.052070087361485,0.04302860875748292,0.3333333333333333,0.302765,0,637.06,586.63,-50.42999999999995,-0.07916051863246783,0,2,39.5,-48.729999999999905,7.24,0.0,0.52,0.0,5.0,1.72,0,,7.24,No strong administrative-activity warning detected.,3091
C-30102,Calder Central,3,60-74,English,No fixed abode,2022-09-06,Active,0,940.36,1,0,0,6,5510.47,918.4116666666667,970.0,853.68,44.27431373456474,1,2000,0.9766596480780411,1.0315198434642052,0.04820748183138433,0.16666666666666666,0.47018,0,893.1,920.63,27.529999999999973,0.030825215541372714,0,2,66.95000000000005,-116.32000000000005,7.24,0.0,0.32,0.0,5.0,1.93,0,,7.24,No strong administrative-activity warning detected.,3092
C-32971,Weybridge,1,18-29,English,Resident with family,2021-04-16,Active,0,407.17,3,2,0,6,2444.37,407.395,429.1,387.65,17.279079547244418,1,1240,1.000552594739298,1.0538595672569198,0.04241357784765257,0.16666666666666666,0.32836290322580647,0,429.1,428.06,-1.0400000000000205,-0.0024236774644605464,0,2,32.76999999999998,-41.450000000000045,7.24,0.01,0.54,0.0,5.0,1.7,0,,7.24,No strong administrative-activity warning detected.,3093
C-33008,Weybridge,1,45-59,English,No fixed abode,2021-06-17,Active,0,438.11,1,2,10,6,2582.52,430.42,459.95,414.49,18.68654275140267,3,1240,0.9824473305790783,1.0498504941681313,0.04341467113842914,0.5,0.35331451612903225,0,425.41,459.95,34.539999999999964,0.08119226158294342,0,2,27.21999999999997,-10.920000000000016,7.24,0.0,0.5,0.0,5.0,1.74,0,,7.24,No strong administrative-activity warning detected.,3094
C-33928,Northgate,1,18-29,English,Owner-occupier,2025-07-12,Active,0,522.0,1,2,6,6,3117.56,519.5933333333334,552.38,494.24,21.581557558866447,1,1240,0.9953895274584931,1.0581992337164752,0.04153547817947326,0.16666666666666666,0.42096774193548386,0,552.38,519.83,-32.549999999999955,-0.05892682573590636,0,2,41.85000000000002,-58.139999999999986,7.24,0.0,0.58,0.0,5.0,1.66,0,,7.24,No strong administrative-activity warning detected.,3095
C-30857,Ash Hill,5,60-74,English,Resident with family,2023-01-02,Active,0,1082.8,3,2,5,6,5987.88,997.98,1108.39,828.32,112.02614105645164,3,2660,0.9216660509789435,1.0236331732545254,0.11225289189808577,0.5,0.4070676691729323,0,1049.14,1108.39,59.25,0.05647482700116285,0,1,224.4699999999999,-220.82000000000005,7.23,0.0,0.24,0.0,2.5,4.49,0,,7.23,No strong administrative-activity warning detected.,3096
C-31834,Calder Central,3,60-74,English,Private tenancy,2022-04-27,Active,0,1054.55,1,5,19,6,6187.85,1031.3083333333334,1101.34,993.59,46.0171004808719,1,2000,0.9779605835032321,1.0443696363377744,0.044620118924219465,0.16666666666666666,0.5272749999999999,0,1101.34,997.2,-104.13999999999987,-0.09455753899794785,0,2,77.60000000000002,-104.45999999999992,7.23,0.0,0.44,0.0,5.0,1.78,0,,7.23,No strong administrative-activity warning detected.,3097
C-32521,Ash Hill,4,45-59,English,Owner-occupier,2021-06-12,Active,0,1322.43,1,2,8,6,7846.25,1307.7083333333333,1400.34,1244.42,53.49651929487239,2,2330,0.9888677157455088,1.0589142714548216,0.04090860165929385,0.3333333333333333,0.5675665236051503,0,1244.42,1288.97,44.549999999999955,0.035799810353417616,0,2,155.91999999999985,-121.6099999999999,7.23,0.0,0.59,0.0,5.0,1.64,0,,7.23,No strong administrative-activity warning detected.,3098
C-33272,Weybridge,1,75+,English,Owner-occupier,2025-05-30,Active,0,704.94,1,1,14,6,4192.43,698.7383333333333,738.31,671.59,30.67488967651986,2,1240,0.9912025609744564,1.0473373620449966,0.04390039620437769,0.3333333333333333,0.5685,0,734.82,674.94,-59.879999999999995,-0.08148934432922347,0,2,21.370000000000005,-66.71999999999991,7.23,0.0,0.47,0.0,5.0,1.76,0,,7.23,No strong administrative-activity warning detected.,3099
C-33951,Northgate,3,45-59,English,Social tenancy,2023-12-26,Active,0,662.81,2,2,15,6,3934.02,655.67,693.55,632.85,28.984056996907793,0,2000,0.9892276821411868,1.0463782984565713,0.04420525111246175,0.0,0.33140499999999995,0,643.04,693.55,50.50999999999999,0.07854876835033589,0,2,60.01999999999998,-58.460000000000036,7.23,0.0,0.46,0.0,5.0,1.77,0,,7.23,No strong administrative-activity warning detected.,3100
C-33907,Northgate,1,60-74,Spanish,Owner-occupier,2022-10-26,Active,0,534.37,1,5,0,6,3223.59,537.265,564.86,520.71,20.905078569572506,1,1240,1.0054175945505923,1.0570578438160825,0.038910181324993263,0.16666666666666666,0.43094354838709675,0,527.57,520.71,-6.860000000000014,-0.013003013818071561,0,2,37.289999999999964,-43.930000000000064,7.22,0.09,0.57,0.0,5.0,1.56,0,,7.22,No strong administrative-activity warning detected.,3101
C-31511,Weybridge,2,30-44,English,No fixed abode,2022-04-10,Active,0,573.99,1,2,8,6,3440.59,573.4316666666667,607.42,543.41,23.507387278612413,2,1670,0.9990272768979716,1.0582414327775744,0.0409942258948827,0.3333333333333333,0.3437065868263473,0,593.84,563.42,-30.420000000000073,-0.051225919439579805,0,2,29.420000000000073,-47.75,7.22,0.0,0.58,0.0,5.0,1.64,0,,7.22,No strong administrative-activity warning detected.,3102
C-31865,Ash Hill,2,18-29,Spanish,No fixed abode,2023-12-23,Active,0,698.13,1,5,0,6,4152.76,692.1266666666667,737.24,659.16,28.793870644056643,3,1670,0.9914008374753508,1.056021084898228,0.041602024644896374,0.5,0.4180419161676647,0,690.22,689.5,-0.7200000000000273,-0.001043145663701468,0,2,78.08000000000004,-71.10000000000002,7.22,0.0,0.56,0.0,5.0,1.66,0,,7.22,No strong administrative-activity warning detected.,3103
C-32053,Northgate,2,18-29,Other,Resident with family,2021-01-04,Active,0,741.05,2,3,4,6,4118.65,686.4416666666666,752.21,531.08,78.40280133175511,3,1670,0.926309515777163,1.015059712570002,0.11421626212242622,0.5,0.44374251497005984,0,698.62,531.08,-167.53999999999996,-0.23981563654060858,0,1,53.59000000000003,-189.33999999999992,7.22,0.0,0.15,0.0,2.5,4.57,0,,7.22,No strong administrative-activity warning detected.,3104
C-31154,Weybridge,3,75+,English,Owner-occupier,2021-10-28,Active,0,1194.32,1,1,17,6,7067.58,1177.93,1253.28,1130.76,50.805383179344204,2,2000,0.9862767097595285,1.0493670038180722,0.043131071608112706,0.3333333333333333,0.5971599999999999,0,1162.49,1130.76,-31.730000000000018,-0.02729485845039529,0,2,111.01999999999998,-98.81999999999994,7.22,0.0,0.49,0.0,5.0,1.73,0,,7.22,No strong administrative-activity warning detected.,3105
C-30649,Weybridge,1,60-74,English,Social tenancy,2023-02-20,Active,0,670.74,3,2,11,6,3982.09,663.6816666666667,701.55,632.52,29.2440861827937,1,1240,0.9894767967717248,1.045934341175418,0.04406342325180049,0.16666666666666666,0.5409193548387097,0,646.35,696.49,50.139999999999986,0.0775740697764369,0,2,69.02999999999997,-22.279999999999973,7.22,0.0,0.46,0.0,5.0,1.76,0,,7.22,No strong administrative-activity warning detected.,3106
C-32593,Ash Hill,2,45-59,English,No fixed abode,2022-01-15,Active,0,1005.69,2,2,15,6,5675.42,945.9033333333333,1039.18,744.73,103.74831500639742,0,1670,0.9405515947591536,1.0333005200409668,0.10968173105045698,0.0,0.6022095808383234,0,744.73,951.5,206.76999999999998,0.27764424690827544,0,1,233.26,-87.68000000000006,7.22,0.0,0.33,0.0,2.5,4.39,0,,7.22,No strong administrative-activity warning detected.,3107
C-33569,Weybridge,2,75+,English,Owner-occupier,2024-05-12,Active,0,595.17,2,0,10,6,3500.44,583.4066666666666,621.67,561.9,25.808977249528215,3,1670,0.9802353389227728,1.044525093670716,0.04423839960038432,0.5,0.3563892215568862,0,569.03,621.67,52.639999999999986,0.09250830360437937,0,2,59.76999999999998,-39.780000000000086,7.21,0.0,0.45,0.0,5.0,1.77,0,,7.21,No strong administrative-activity warning detected.,3108
C-31221,Northgate,1,30-44,Spanish,Owner-occupier,2023-05-25,Closed,2025-10,509.34,4,3,22,4,2020.09,505.0225,529.05,479.83,23.069340945650495,2,1240,0.9915233439352888,1.0386971374720226,0.04567982801885163,0.5,0.410758064516129,1,529.05,0.0,0.0,0.0,0,2,11.920000000000016,-39.63000000000005,7.21,0.0,0.39,0.0,5.0,1.83,1,4 payment adjustments,7.21,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,3109
C-31744,Calder Central,2,18-29,English,Owner-occupier,2024-04-07,Active,0,674.79,1,1,18,6,4046.45,674.4083333333333,714.9,654.26,27.22757089177561,2,1670,0.9994343919342809,1.0594407148890765,0.0403725303292154,0.3333333333333333,0.404065868263473,0,662.85,703.12,40.26999999999998,0.060752809836312864,0,2,59.569999999999936,-58.90999999999997,7.21,0.0,0.59,0.0,5.0,1.61,0,,7.21,No strong administrative-activity warning detected.,3110
C-33457,Calder Central,3,75+,English,Social tenancy,2021-08-01,Active,0,849.04,0,2,5,6,5054.14,842.3566666666667,896.23,800.38,34.875755857997774,0,2000,0.9921283645843149,1.0555804202393293,0.04140259968025948,0.0,0.42452,0,896.23,835.5,-60.73000000000002,-0.06776162369034737,0,2,23.279999999999973,-63.10000000000002,7.21,0.0,0.56,0.0,5.0,1.66,0,,7.21,No strong administrative-activity warning detected.,3111
C-31877,Weybridge,1,45-59,Other,Owner-occupier,2024-05-05,Active,0,603.21,3,5,22,6,3577.81,596.3016666666666,632.74,569.97,25.57559963454748,2,1240,0.9885473826141254,1.0489547587075811,0.04289037087136681,0.3333333333333333,0.48645967741935486,0,584.82,622.24,37.41999999999996,0.06398549981190786,0,2,46.680000000000064,-62.76999999999998,7.21,0.0,0.49,0.0,5.0,1.72,0,,7.21,No strong administrative-activity warning detected.,3112
C-32470,Calder Central,1,75+,Other,Resident with family,2022-01-11,Active,0,668.28,3,3,9,6,3986.46,664.41,701.83,636.68,28.156638293660016,1,1240,0.9942090141856706,1.0502035075118215,0.04237840835276413,0.16666666666666666,0.5389354838709677,0,701.83,654.89,-46.940000000000055,-0.06688229343288268,0,2,54.039999999999964,-65.15000000000009,7.2,0.0,0.5,0.0,5.0,1.7,0,,7.2,No strong administrative-activity warning detected.,3113
C-32136,Calder Central,1,45-59,Other,No fixed abode,2024-08-14,Active,0,601.65,1,5,11,6,3593.39,598.8983333333333,632.17,570.75,25.40448182243964,0,1240,0.9954264661070944,1.0507271669575333,0.04241868846260435,0.0,0.4852016129032258,0,632.17,570.96,-61.20999999999992,-0.0968252210639542,0,2,2.980000000000018,-29.399999999999977,7.2,0.0,0.51,0.0,5.0,1.7,0,,7.2,No strong administrative-activity warning detected.,3114
C-33456,Northgate,3,45-59,English,Owner-occupier,2021-03-17,Active,0,871.17,0,2,4,6,5185.75,864.2916666666666,914.83,826.71,36.7618511050065,0,2000,0.9921044878343683,1.0501165099808305,0.042534080244909414,0.0,0.435585,0,914.83,826.71,-88.12,-0.09632390717401047,0,2,17.120000000000005,-70.83000000000004,7.2,0.0,0.5,0.0,5.0,1.7,0,,7.2,No strong administrative-activity warning detected.,3115
C-33522,Calder Central,4,30-44,English,Private tenancy,2023-12-27,Active,0,1417.76,0,4,4,6,8336.47,1389.4116666666666,1482.11,1335.05,60.48812591465091,0,2330,0.9800048433209194,1.045388500169281,0.04353506406043631,0.0,0.608480686695279,0,1482.11,1350.63,-131.4799999999998,-0.08871136420373643,0,2,112.6400000000001,-147.05999999999995,7.2,0.0,0.45,0.0,5.0,1.74,0,,7.2,No strong administrative-activity warning detected.,3116
C-32587,Calder Central,5,30-44,English,Resident with family,2023-08-25,Active,0,1082.23,0,0,22,6,6293.25,1048.875,1095.42,948.52,54.199236064726996,0,2660,0.9691793796143149,1.0121877974182938,0.05167368472384888,0.0,0.40685338345864663,0,948.52,1068.4,119.88000000000011,0.12638637034538028,0,2,109.09999999999991,-62.6400000000001,7.19,0.0,0.12,0.0,5.0,2.07,0,,7.19,No strong administrative-activity warning detected.,3117
C-32802,Calder Central,3,75+,Spanish,No fixed abode,2022-11-28,Active,0,805.62,3,4,23,6,4805.16,800.86,853.52,761.08,32.01824042635694,2,2000,0.9940915071621856,1.0594573123805269,0.039979822224055314,0.3333333333333333,0.40281,0,804.62,853.52,48.89999999999998,0.06077402997688347,0,2,54.99000000000001,-50.629999999999995,7.19,0.0,0.59,0.0,5.0,1.6,0,,7.19,No strong administrative-activity warning detected.,3118
C-32629,Northgate,1,30-44,English,No fixed abode,2024-04-04,Active,0,375.27,1,3,18,6,2134.19,355.6983333333333,395.14,284.88,37.0298881535803,1,1240,0.9478464394524831,1.0529485437151918,0.10410475586591719,0.16666666666666666,0.30263709677419354,0,363.01,284.88,-78.13,-0.21522823062725543,0,1,32.129999999999995,-73.86000000000001,7.19,0.0,0.53,0.0,2.5,4.16,0,,7.19,No strong administrative-activity warning detected.,3119
C-31859,Calder Central,3,60-74,English,Private tenancy,2023-08-15,Active,0,809.16,2,4,18,6,4771.15,795.1916666666666,845.21,769.41,34.61231481231306,2,2000,0.9827372419134246,1.0445523753027832,0.04352700897558835,0.3333333333333333,0.40458,0,833.37,845.21,11.840000000000032,0.014207374875505515,0,2,64.12,-62.299999999999955,7.19,0.0,0.45,0.0,5.0,1.74,0,,7.19,No strong administrative-activity warning detected.,3120
C-32184,Calder Central,1,45-59,Spanish,Resident with family,2022-02-28,Active,0,584.27,1,6,6,6,3512.31,585.385,616.3,553.68,23.53590257457742,0,1240,1.001908364283636,1.0548205452958392,0.04020585183183276,0.0,0.4711854838709677,0,609.38,553.68,-55.700000000000045,-0.09140437822048647,0,2,38.95999999999992,-43.65999999999997,7.19,0.03,0.55,0.0,5.0,1.61,1,6 contact attempts,7.19,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,3121
C-31014,Weybridge,3,18-29,Other,Owner-occupier,2022-11-01,Active,0,939.33,1,4,10,6,5602.93,933.8216666666667,983.97,884.08,40.09229223512503,2,2000,0.9941358911848516,1.047523234645971,0.042933563940786366,0.3333333333333333,0.469665,0,898.48,884.08,-14.399999999999977,-0.016027067936960175,0,2,59.680000000000064,-90.93999999999994,7.19,0.0,0.48,0.0,5.0,1.72,0,,7.19,No strong administrative-activity warning detected.,3122
C-30518,Ash Hill,1,30-44,English,Resident with family,2025-02-28,Active,0,520.72,2,3,9,6,3124.87,520.8116666666666,551.35,492.7,20.842438836822012,1,1240,1.0001760383059353,1.0588223997541866,0.04001914736322858,0.16666666666666666,0.41993548387096774,0,511.91,537.84,25.930000000000007,0.05065343517415172,0,2,58.650000000000034,-39.30000000000007,7.19,0.0,0.59,0.0,5.0,1.6,0,,7.19,No strong administrative-activity warning detected.,3123
C-30241,Calder Central,2,75+,Spanish,Private tenancy,2023-12-05,Active,0,727.24,2,3,7,6,4076.87,679.4783333333334,734.48,523.63,78.05676304245945,1,1670,0.934324752947216,1.0099554479951598,0.1148774864675,0.16666666666666666,0.4354730538922156,0,713.9,716.06,2.159999999999968,0.003025633842274784,0,1,192.42999999999995,-210.85000000000002,7.19,0.0,0.1,0.0,2.5,4.6,0,,7.19,No strong administrative-activity warning detected.,3124
C-30276,Calder Central,6,60-74,Spanish,Owner-occupier,2021-03-15,Active,0,1240.08,1,4,14,6,7321.18,1220.1966666666667,1295.98,1178.11,53.132056864633626,2,2990,0.9839660882093629,1.0450777369201987,0.0435438469191854,0.3333333333333333,0.41474247491638794,0,1295.98,1182.89,-113.08999999999992,-0.08726214910723924,0,2,2.509999999999991,-73.22000000000003,7.19,0.0,0.45,0.0,5.0,1.74,0,,7.19,No strong administrative-activity warning detected.,3125
C-31306,Ash Hill,1,18-29,English,Resident with family,2021-05-30,Active,0,533.12,0,1,15,6,3172.71,528.785,559.55,502.29,22.227204727540506,0,1240,0.9918686224489796,1.0495760804321728,0.042034484199704056,0.0,0.42993548387096775,0,531.81,506.53,-25.279999999999973,-0.04753577405464353,0,2,44.10999999999996,-53.01999999999998,7.18,0.0,0.5,0.0,5.0,1.68,0,,7.18,No strong administrative-activity warning detected.,3126
C-30257,Weybridge,1,30-44,English,No fixed abode,2023-12-20,Active,0,478.26,1,1,12,6,2748.12,458.02,484.15,418.35,23.527174926029677,1,1240,0.9576799230544055,1.0123154769372307,0.051367134461442025,0.16666666666666666,0.38569354838709674,0,456.06,456.24,0.18000000000000682,0.00039468490988029385,0,2,61.629999999999995,-65.79999999999995,7.18,0.0,0.12,0.0,5.0,2.05,0,,7.18,No strong administrative-activity warning detected.,3127
C-31119,Northgate,4,18-29,Spanish,Private tenancy,2021-05-20,Active,0,1286.71,2,4,19,6,7721.860000000001,1286.9766666666667,1360.33,1237.38,51.64252730712024,2,2330,1.0002072469061922,1.0572156896270333,0.0401270113473595,0.3333333333333333,0.5522360515021459,0,1237.38,1270.54,33.159999999999854,0.026798558244031625,0,2,100.81999999999994,-84.87999999999988,7.18,0.0,0.57,0.0,5.0,1.61,0,,7.18,No strong administrative-activity warning detected.,3128
