case_id,risk_score,final_risk_score,payment_adjustments,contact_attempts,administrative_activity_flag,administrative_context,investigator_context
C-31884,6.58,6.58,0,1,0,,No strong administrative-activity warning detected.
C-31222,6.57,6.57,0,1,0,,No strong administrative-activity warning detected.
C-31373,6.57,6.57,1,1,0,,No strong administrative-activity warning detected.
C-32325,6.57,6.57,0,2,0,,No strong administrative-activity warning detected.
C-30889,6.57,6.57,2,0,0,,No strong administrative-activity warning detected.
C-33291,6.57,6.57,2,5,0,,No strong administrative-activity warning detected.
C-32005,6.57,6.57,2,2,0,,No strong administrative-activity warning detected.
C-32422,6.56,6.56,1,2,0,,No strong administrative-activity warning detected.
C-32158,6.56,6.56,1,1,0,,No strong administrative-activity warning detected.
C-30514,6.56,6.56,2,5,0,,No strong administrative-activity warning detected.
C-32296,6.56,6.56,2,4,0,,No strong administrative-activity warning detected.
C-33377,6.56,6.56,0,2,0,,No strong administrative-activity warning detected.
C-33528,6.56,6.56,2,4,0,,No strong administrative-activity warning detected.
C-31811,6.56,6.56,1,3,0,,No strong administrative-activity warning detected.
C-32770,6.55,6.55,3,2,0,,No strong administrative-activity warning detected.
C-30502,6.55,6.55,0,2,0,,No strong administrative-activity warning detected.
C-34140,6.55,6.55,1,2,0,,No strong administrative-activity warning detected.
C-32710,6.55,6.55,1,4,0,,No strong administrative-activity warning detected.
C-31151,6.55,6.55,0,1,0,,No strong administrative-activity warning detected.
C-30509,6.55,6.55,0,1,0,,No strong administrative-activity warning detected.
C-30115,6.55,6.55,2,0,0,,No strong administrative-activity warning detected.
C-33644,6.55,6.55,1,3,0,,No strong administrative-activity warning detected.
C-32202,6.55,6.55,2,3,0,,No strong administrative-activity warning detected.
C-30945,6.55,6.55,5,6,1,5 payment adjustments and 6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31148,6.55,6.55,1,2,0,,No strong administrative-activity warning detected.
C-32435,6.54,6.54,3,5,0,,No strong administrative-activity warning detected.
C-31944,6.54,6.54,1,1,0,,No strong administrative-activity warning detected.
C-33033,6.54,6.54,0,3,0,,No strong administrative-activity warning detected.
C-33730,6.53,6.53,1,1,0,,No strong administrative-activity warning detected.
C-33130,6.53,6.53,3,4,0,,No strong administrative-activity warning detected.
C-33753,6.53,6.53,0,2,0,,No strong administrative-activity warning detected.
C-30074,6.52,6.52,2,4,0,,No strong administrative-activity warning detected.
C-31379,6.52,6.52,1,2,0,,No strong administrative-activity warning detected.
C-30471,6.51,6.51,1,1,0,,No strong administrative-activity warning detected.
C-33824,6.51,6.51,0,3,0,,No strong administrative-activity warning detected.
C-31215,6.51,6.51,0,0,0,,No strong administrative-activity warning detected.
C-32939,6.51,6.51,3,2,0,,No strong administrative-activity warning detected.
C-33068,6.5,6.5,1,5,0,,No strong administrative-activity warning detected.
C-30200,6.5,6.5,1,2,0,,No strong administrative-activity warning detected.
C-32337,6.5,6.5,0,2,0,,No strong administrative-activity warning detected.
C-33507,6.5,6.5,1,5,0,,No strong administrative-activity warning detected.
C-33317,6.5,6.5,0,3,0,,No strong administrative-activity warning detected.
C-34061,6.5,6.5,1,3,0,,No strong administrative-activity warning detected.
C-31292,6.5,6.5,2,2,0,,No strong administrative-activity warning detected.
C-33618,6.5,6.5,0,3,0,,No strong administrative-activity warning detected.
C-30662,6.49,6.49,0,0,0,,No strong administrative-activity warning detected.
C-32537,6.48,6.48,1,2,0,,No strong administrative-activity warning detected.
C-33006,6.48,6.48,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31774,6.48,6.48,0,1,0,,No strong administrative-activity warning detected.
C-32061,6.48,6.48,0,2,0,,No strong administrative-activity warning detected.
C-31400,6.47,6.47,1,2,0,,No strong administrative-activity warning detected.
C-33331,6.47,6.47,1,2,0,,No strong administrative-activity warning detected.
C-33663,6.46,6.46,1,2,0,,No strong administrative-activity warning detected.
C-30710,6.46,6.46,1,4,0,,No strong administrative-activity warning detected.
C-34093,6.45,6.45,1,2,0,,No strong administrative-activity warning detected.
C-31207,6.44,6.44,1,0,0,,No strong administrative-activity warning detected.
C-30994,6.44,6.44,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31643,6.44,6.44,1,2,0,,No strong administrative-activity warning detected.
C-30707,6.44,6.44,2,3,0,,No strong administrative-activity warning detected.
C-30620,6.44,6.44,1,0,0,,No strong administrative-activity warning detected.
C-30982,6.44,6.44,0,4,0,,No strong administrative-activity warning detected.
C-30165,6.44,6.44,2,1,0,,No strong administrative-activity warning detected.
C-30761,6.43,6.43,0,1,0,,No strong administrative-activity warning detected.
C-31708,6.43,6.43,2,0,0,,No strong administrative-activity warning detected.
C-32829,6.43,6.43,2,4,0,,No strong administrative-activity warning detected.
C-33445,6.43,6.43,1,0,0,,No strong administrative-activity warning detected.
C-31932,6.43,6.43,0,0,0,,No strong administrative-activity warning detected.
C-32526,6.42,6.42,1,1,0,,No strong administrative-activity warning detected.
C-31681,6.42,6.42,1,0,0,,No strong administrative-activity warning detected.
C-32780,6.42,6.42,0,3,0,,No strong administrative-activity warning detected.
C-31904,6.42,6.42,1,3,0,,No strong administrative-activity warning detected.
C-31446,6.42,6.42,0,3,0,,No strong administrative-activity warning detected.
C-30387,6.42,6.42,6,3,1,6 payment adjustments,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31998,6.41,6.41,0,3,0,,No strong administrative-activity warning detected.
C-33658,6.41,6.41,0,0,0,,No strong administrative-activity warning detected.
C-33875,6.41,6.41,1,3,0,,No strong administrative-activity warning detected.
C-32952,6.41,6.41,0,0,0,,No strong administrative-activity warning detected.
C-33372,6.4,6.4,1,5,0,,No strong administrative-activity warning detected.
C-30578,6.4,6.4,1,4,0,,No strong administrative-activity warning detected.
C-30372,6.4,6.4,1,7,1,7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33348,6.4,6.4,1,1,0,,No strong administrative-activity warning detected.
C-32413,6.39,6.39,1,2,0,,No strong administrative-activity warning detected.
C-30937,6.39,6.39,0,2,0,,No strong administrative-activity warning detected.
C-32631,6.39,6.39,0,1,0,,No strong administrative-activity warning detected.
C-31321,6.39,6.39,1,1,0,,No strong administrative-activity warning detected.
C-32096,6.39,6.39,1,3,0,,No strong administrative-activity warning detected.
C-32857,6.38,6.38,1,3,0,,No strong administrative-activity warning detected.
C-31185,6.38,6.38,3,4,0,,No strong administrative-activity warning detected.
C-31102,6.38,6.38,0,4,0,,No strong administrative-activity warning detected.
C-31823,6.38,6.38,1,4,0,,No strong administrative-activity warning detected.
C-30780,6.38,6.38,3,3,0,,No strong administrative-activity warning detected.
C-30385,6.37,6.37,0,2,0,,No strong administrative-activity warning detected.
C-31444,6.37,6.37,0,0,0,,No strong administrative-activity warning detected.
C-33870,6.37,6.37,0,0,0,,No strong administrative-activity warning detected.
C-32722,6.36,6.36,0,3,0,,No strong administrative-activity warning detected.
C-33789,6.36,6.36,0,2,0,,No strong administrative-activity warning detected.
C-30205,6.36,6.36,2,0,0,,No strong administrative-activity warning detected.
C-30802,6.36,6.36,1,2,0,,No strong administrative-activity warning detected.
C-33548,6.36,6.36,1,1,0,,No strong administrative-activity warning detected.
C-30672,6.35,6.35,0,1,0,,No strong administrative-activity warning detected.
C-32954,6.35,6.35,0,1,0,,No strong administrative-activity warning detected.
C-30017,6.35,6.35,2,3,0,,No strong administrative-activity warning detected.
C-31529,6.35,6.35,3,3,0,,No strong administrative-activity warning detected.
C-34054,6.34,6.34,1,0,0,,No strong administrative-activity warning detected.
C-33666,6.33,6.33,2,0,0,,No strong administrative-activity warning detected.
C-31069,6.33,6.33,1,7,1,7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-32218,6.33,6.33,0,2,0,,No strong administrative-activity warning detected.
C-32172,6.33,6.33,3,0,0,,No strong administrative-activity warning detected.
C-30724,6.33,6.33,0,1,0,,No strong administrative-activity warning detected.
C-33480,6.32,6.32,1,1,0,,No strong administrative-activity warning detected.
C-34175,6.32,6.32,0,3,0,,No strong administrative-activity warning detected.
C-30572,6.32,6.32,2,4,0,,No strong administrative-activity warning detected.
C-33953,6.32,6.32,0,1,0,,No strong administrative-activity warning detected.
C-31755,6.32,6.32,0,4,0,,No strong administrative-activity warning detected.
C-30721,6.32,6.32,0,1,0,,No strong administrative-activity warning detected.
C-30033,6.31,6.31,1,0,0,,No strong administrative-activity warning detected.
C-31919,6.3,6.3,0,0,0,,No strong administrative-activity warning detected.
C-33387,6.3,6.3,2,3,0,,No strong administrative-activity warning detected.
C-31048,6.3,6.3,1,5,0,,No strong administrative-activity warning detected.
C-30406,6.29,6.29,0,3,0,,No strong administrative-activity warning detected.
C-32034,6.29,6.29,1,4,0,,No strong administrative-activity warning detected.
C-30867,6.29,6.29,1,0,0,,No strong administrative-activity warning detected.
C-30667,6.29,6.29,0,2,0,,No strong administrative-activity warning detected.
C-32897,6.29,6.29,0,3,0,,No strong administrative-activity warning detected.
C-33755,6.29,6.29,1,0,0,,No strong administrative-activity warning detected.
C-32219,6.29,6.29,1,1,0,,No strong administrative-activity warning detected.
C-33826,6.29,6.29,0,2,0,,No strong administrative-activity warning detected.
C-32015,6.28,6.28,0,2,0,,No strong administrative-activity warning detected.
C-31746,6.28,6.28,2,2,0,,No strong administrative-activity warning detected.
C-32641,6.28,6.28,2,3,0,,No strong administrative-activity warning detected.
C-31623,6.27,6.27,2,0,0,,No strong administrative-activity warning detected.
C-30219,6.26,6.26,0,2,0,,No strong administrative-activity warning detected.
C-31563,6.26,6.26,1,1,0,,No strong administrative-activity warning detected.
C-30452,6.26,6.26,2,7,1,7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31013,6.26,6.26,2,2,0,,No strong administrative-activity warning detected.
C-30313,6.25,6.25,1,1,0,,No strong administrative-activity warning detected.
C-31641,6.24,6.24,1,3,0,,No strong administrative-activity warning detected.
C-31762,6.24,6.24,0,2,0,,No strong administrative-activity warning detected.
C-31750,6.24,6.24,0,2,0,,No strong administrative-activity warning detected.
C-30549,6.24,6.24,0,2,0,,No strong administrative-activity warning detected.
C-31724,6.23,6.23,1,5,0,,No strong administrative-activity warning detected.
C-32681,6.23,6.23,0,1,0,,No strong administrative-activity warning detected.
C-30227,6.23,6.23,0,4,0,,No strong administrative-activity warning detected.
C-33020,6.23,6.23,1,3,0,,No strong administrative-activity warning detected.
C-30310,6.23,6.23,0,3,0,,No strong administrative-activity warning detected.
C-33523,6.23,6.23,0,3,0,,No strong administrative-activity warning detected.
C-30462,6.22,6.22,1,1,0,,No strong administrative-activity warning detected.
C-33267,6.22,6.22,0,2,0,,No strong administrative-activity warning detected.
C-30978,6.22,6.22,0,1,0,,No strong administrative-activity warning detected.
C-32446,6.2,6.2,3,7,1,7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31341,6.2,6.2,0,1,0,,No strong administrative-activity warning detected.
C-31162,6.19,6.19,2,1,0,,No strong administrative-activity warning detected.
C-33992,6.19,6.19,2,0,0,,No strong administrative-activity warning detected.
C-33150,6.19,6.19,2,0,0,,No strong administrative-activity warning detected.
C-32168,6.19,6.19,0,0,0,,No strong administrative-activity warning detected.
C-31885,6.19,6.19,0,1,0,,No strong administrative-activity warning detected.
C-33411,6.18,6.18,3,4,0,,No strong administrative-activity warning detected.
C-33972,6.18,6.18,2,3,0,,No strong administrative-activity warning detected.
C-31576,6.18,6.18,2,3,0,,No strong administrative-activity warning detected.
C-32608,6.17,6.17,0,3,0,,No strong administrative-activity warning detected.
C-31743,6.17,6.17,2,0,0,,No strong administrative-activity warning detected.
C-33927,6.17,6.17,3,4,0,,No strong administrative-activity warning detected.
C-34067,6.16,6.16,0,0,0,,No strong administrative-activity warning detected.
C-32182,6.16,6.16,1,0,0,,No strong administrative-activity warning detected.
C-30788,6.16,6.16,0,5,0,,No strong administrative-activity warning detected.
C-33004,6.15,6.15,1,5,0,,No strong administrative-activity warning detected.
C-31107,6.15,6.15,0,1,0,,No strong administrative-activity warning detected.
C-32992,6.15,6.15,1,3,0,,No strong administrative-activity warning detected.
C-30021,6.15,6.15,0,3,0,,No strong administrative-activity warning detected.
C-30297,6.14,6.14,2,2,0,,No strong administrative-activity warning detected.
C-33737,6.14,6.14,1,1,0,,No strong administrative-activity warning detected.
C-32935,6.14,6.14,1,2,0,,No strong administrative-activity warning detected.
C-30239,6.14,6.14,1,2,0,,No strong administrative-activity warning detected.
C-32455,6.12,6.12,1,1,0,,No strong administrative-activity warning detected.
C-30601,6.11,6.11,1,2,0,,No strong administrative-activity warning detected.
C-32042,6.11,6.11,1,4,0,,No strong administrative-activity warning detected.
C-32546,6.11,6.11,1,4,0,,No strong administrative-activity warning detected.
C-32937,6.1,6.1,0,1,0,,No strong administrative-activity warning detected.
C-33512,6.1,6.1,0,2,0,,No strong administrative-activity warning detected.
C-31000,6.1,6.1,0,3,0,,No strong administrative-activity warning detected.
C-31565,6.09,6.09,0,1,0,,No strong administrative-activity warning detected.
C-30156,6.09,6.09,0,2,0,,No strong administrative-activity warning detected.
C-31498,6.09,6.09,3,3,0,,No strong administrative-activity warning detected.
C-32860,6.08,6.08,2,2,0,,No strong administrative-activity warning detected.
C-32012,6.08,6.08,1,3,0,,No strong administrative-activity warning detected.
C-32753,6.08,6.08,1,0,0,,No strong administrative-activity warning detected.
C-31651,6.06,6.06,0,2,0,,No strong administrative-activity warning detected.
C-31089,6.06,6.06,3,4,0,,No strong administrative-activity warning detected.
C-30767,6.06,6.06,0,3,0,,No strong administrative-activity warning detected.
C-32673,6.05,6.05,2,2,0,,No strong administrative-activity warning detected.
C-31019,6.05,6.05,0,3,0,,No strong administrative-activity warning detected.
C-32815,6.04,6.04,0,2,0,,No strong administrative-activity warning detected.
C-32746,6.04,6.04,1,3,0,,No strong administrative-activity warning detected.
C-32825,6.04,6.04,1,3,0,,No strong administrative-activity warning detected.
C-31357,6.04,6.04,0,1,0,,No strong administrative-activity warning detected.
C-33961,6.04,6.04,0,0,0,,No strong administrative-activity warning detected.
C-30921,6.03,6.03,1,2,0,,No strong administrative-activity warning detected.
C-33988,6.02,6.02,2,3,0,,No strong administrative-activity warning detected.
C-32843,6.02,6.02,0,2,0,,No strong administrative-activity warning detected.
C-32644,6.02,6.02,2,2,0,,No strong administrative-activity warning detected.
C-33249,6.01,6.01,2,2,0,,No strong administrative-activity warning detected.
C-30702,6.0,6.0,0,0,0,,No strong administrative-activity warning detected.
C-33137,6.0,6.0,1,1,0,,No strong administrative-activity warning detected.
C-34029,5.99,5.99,2,5,0,,No strong administrative-activity warning detected.
C-33975,5.99,5.99,0,1,0,,No strong administrative-activity warning detected.
C-34021,5.99,5.99,0,0,0,,No strong administrative-activity warning detected.
C-32103,5.99,5.99,3,1,0,,No strong administrative-activity warning detected.
C-33596,5.98,5.98,0,1,0,,No strong administrative-activity warning detected.
C-33300,5.97,5.97,1,0,0,,No strong administrative-activity warning detected.
C-33365,5.97,5.97,0,1,0,,No strong administrative-activity warning detected.
C-31516,5.96,5.96,1,1,0,,No strong administrative-activity warning detected.
C-30270,5.96,5.96,0,0,0,,No strong administrative-activity warning detected.
C-33867,5.94,5.94,2,2,0,,No strong administrative-activity warning detected.
C-33984,5.94,5.94,1,3,0,,No strong administrative-activity warning detected.
C-33224,5.94,5.94,0,3,0,,No strong administrative-activity warning detected.
C-32439,5.93,5.93,2,3,0,,No strong administrative-activity warning detected.
C-33354,5.92,5.92,1,2,0,,No strong administrative-activity warning detected.
C-31787,5.92,5.92,1,3,0,,No strong administrative-activity warning detected.
C-32069,5.91,5.91,0,3,0,,No strong administrative-activity warning detected.
C-31079,5.9,5.9,1,3,0,,No strong administrative-activity warning detected.
C-30318,5.9,5.9,0,4,0,,No strong administrative-activity warning detected.
C-33750,5.89,5.89,0,4,0,,No strong administrative-activity warning detected.
C-31652,5.89,5.89,1,2,0,,No strong administrative-activity warning detected.
C-34161,5.88,5.88,1,1,0,,No strong administrative-activity warning detected.
C-34015,5.88,5.88,0,2,0,,No strong administrative-activity warning detected.
C-31671,5.87,5.87,1,2,0,,No strong administrative-activity warning detected.
C-32963,5.86,5.86,0,0,0,,No strong administrative-activity warning detected.
C-33309,5.86,5.86,1,1,0,,No strong administrative-activity warning detected.
C-31827,5.86,5.86,1,4,0,,No strong administrative-activity warning detected.
C-33257,5.86,5.86,1,3,0,,No strong administrative-activity warning detected.
C-33107,5.86,5.86,1,3,0,,No strong administrative-activity warning detected.
C-32082,5.85,5.85,0,0,0,,No strong administrative-activity warning detected.
C-33729,5.85,5.85,1,3,0,,No strong administrative-activity warning detected.
C-33044,5.85,5.85,1,5,0,,No strong administrative-activity warning detected.
C-30505,5.84,5.84,3,4,0,,No strong administrative-activity warning detected.
C-30381,5.84,5.84,1,0,0,,No strong administrative-activity warning detected.
C-32161,5.84,5.84,1,2,0,,No strong administrative-activity warning detected.
C-33794,5.84,5.84,0,1,0,,No strong administrative-activity warning detected.
C-32635,5.82,5.82,1,2,0,,No strong administrative-activity warning detected.
C-33930,5.82,5.82,1,1,0,,No strong administrative-activity warning detected.
C-32270,5.82,5.82,1,1,0,,No strong administrative-activity warning detected.
C-33228,5.81,5.81,1,0,0,,No strong administrative-activity warning detected.
C-32180,5.8,5.8,0,3,0,,No strong administrative-activity warning detected.
C-30178,5.8,5.8,1,3,0,,No strong administrative-activity warning detected.
C-33412,5.79,5.79,0,5,0,,No strong administrative-activity warning detected.
C-32906,5.78,5.78,0,2,0,,No strong administrative-activity warning detected.
C-33350,5.77,5.77,2,3,0,,No strong administrative-activity warning detected.
C-33419,5.76,5.76,1,2,0,,No strong administrative-activity warning detected.
C-30262,5.76,5.76,0,2,0,,No strong administrative-activity warning detected.
C-31133,5.71,5.71,0,3,0,,No strong administrative-activity warning detected.
C-32538,5.69,5.69,3,0,0,,No strong administrative-activity warning detected.
C-30908,5.68,5.68,0,2,0,,No strong administrative-activity warning detected.
C-30076,5.68,5.68,0,2,0,,No strong administrative-activity warning detected.
C-32130,5.68,5.68,1,0,0,,No strong administrative-activity warning detected.
C-32007,5.67,5.67,3,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30882,5.67,5.67,0,2,0,,No strong administrative-activity warning detected.
C-32493,5.65,5.65,0,3,0,,No strong administrative-activity warning detected.
C-33713,5.65,5.65,0,4,0,,No strong administrative-activity warning detected.
C-30261,5.63,5.63,0,2,0,,No strong administrative-activity warning detected.
C-32274,5.62,5.62,2,3,0,,No strong administrative-activity warning detected.
C-33698,5.62,5.62,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30314,5.6,5.6,0,2,0,,No strong administrative-activity warning detected.
C-34110,5.58,5.58,1,3,0,,No strong administrative-activity warning detected.
C-32905,5.58,5.58,1,2,0,,No strong administrative-activity warning detected.
C-30223,5.58,5.58,1,2,0,,No strong administrative-activity warning detected.
C-33121,5.56,5.56,0,0,0,,No strong administrative-activity warning detected.
C-31908,5.54,5.54,1,2,0,,No strong administrative-activity warning detected.
C-33545,5.54,5.54,3,1,0,,No strong administrative-activity warning detected.
C-31534,5.53,5.53,2,1,0,,No strong administrative-activity warning detected.
C-32719,5.52,5.52,1,3,0,,No strong administrative-activity warning detected.
C-33519,5.51,5.51,1,4,0,,No strong administrative-activity warning detected.
C-30277,5.51,5.51,2,4,0,,No strong administrative-activity warning detected.
C-33877,5.48,5.48,2,3,0,,No strong administrative-activity warning detected.
C-31196,5.48,5.48,0,1,0,,No strong administrative-activity warning detected.
C-30425,5.47,5.47,0,3,0,,No strong administrative-activity warning detected.
C-30590,5.47,5.47,0,2,0,,No strong administrative-activity warning detected.
C-31313,5.46,5.46,2,2,0,,No strong administrative-activity warning detected.
C-30751,5.45,5.45,0,3,0,,No strong administrative-activity warning detected.
C-30455,5.45,5.45,1,0,0,,No strong administrative-activity warning detected.
C-33610,5.44,5.44,1,2,0,,No strong administrative-activity warning detected.
C-30195,5.41,5.41,2,0,0,,No strong administrative-activity warning detected.
C-30411,5.4,5.4,0,2,0,,No strong administrative-activity warning detected.
C-32344,5.39,5.39,1,4,0,,No strong administrative-activity warning detected.
C-32481,5.35,5.35,1,2,0,,No strong administrative-activity warning detected.
C-33769,5.34,5.34,1,0,0,,No strong administrative-activity warning detected.
C-30375,5.34,5.34,1,1,0,,No strong administrative-activity warning detected.
C-33326,5.32,5.32,0,2,0,,No strong administrative-activity warning detected.
C-33325,5.31,5.31,0,3,0,,No strong administrative-activity warning detected.
C-32320,5.29,5.29,1,3,0,,No strong administrative-activity warning detected.
C-33242,5.29,5.29,0,1,0,,No strong administrative-activity warning detected.
C-31265,5.28,5.28,0,2,0,,No strong administrative-activity warning detected.
C-34112,5.28,5.28,1,2,0,,No strong administrative-activity warning detected.
C-30596,5.27,5.27,2,5,0,,No strong administrative-activity warning detected.
C-31936,5.25,5.25,1,2,0,,No strong administrative-activity warning detected.
C-30359,5.24,5.24,1,4,0,,No strong administrative-activity warning detected.
C-30100,5.23,5.23,0,4,0,,No strong administrative-activity warning detected.
C-32246,5.23,5.23,0,3,0,,No strong administrative-activity warning detected.
C-30845,5.23,5.23,2,0,0,,No strong administrative-activity warning detected.
C-32178,5.23,5.23,1,3,0,,No strong administrative-activity warning detected.
C-30056,5.21,5.21,1,4,0,,No strong administrative-activity warning detected.
C-31739,5.21,5.21,2,4,0,,No strong administrative-activity warning detected.
C-30186,5.21,5.21,0,3,0,,No strong administrative-activity warning detected.
C-31183,5.19,5.19,1,2,0,,No strong administrative-activity warning detected.
C-33916,5.19,5.19,0,1,0,,No strong administrative-activity warning detected.
C-33305,5.18,5.18,2,4,0,,No strong administrative-activity warning detected.
C-30331,5.16,5.16,1,0,0,,No strong administrative-activity warning detected.
C-31071,5.15,5.15,2,4,0,,No strong administrative-activity warning detected.
C-30753,5.14,5.14,2,4,0,,No strong administrative-activity warning detected.
C-31060,5.1,5.1,3,5,0,,No strong administrative-activity warning detected.
C-32570,5.09,5.09,0,2,0,,No strong administrative-activity warning detected.
C-30226,5.08,5.08,1,1,0,,No strong administrative-activity warning detected.
C-34013,5.07,5.07,0,0,0,,No strong administrative-activity warning detected.
C-32637,5.05,5.05,2,3,0,,No strong administrative-activity warning detected.
C-32950,5.05,5.05,1,3,0,,No strong administrative-activity warning detected.
C-32494,5.01,5.01,0,1,0,,No strong administrative-activity warning detected.
C-30647,4.99,4.99,0,1,0,,No strong administrative-activity warning detected.
C-30697,4.97,4.97,1,2,0,,No strong administrative-activity warning detected.
C-30243,4.97,4.97,2,5,0,,No strong administrative-activity warning detected.
C-32495,4.96,4.96,1,1,0,,No strong administrative-activity warning detected.
C-32969,4.95,4.95,1,3,0,,No strong administrative-activity warning detected.
C-32043,4.95,4.95,0,1,0,,No strong administrative-activity warning detected.
C-32655,4.94,4.94,1,0,0,,No strong administrative-activity warning detected.
C-30038,4.93,4.93,1,0,0,,No strong administrative-activity warning detected.
C-33265,4.92,4.92,1,0,0,,No strong administrative-activity warning detected.
C-30062,4.9,4.9,1,1,0,,No strong administrative-activity warning detected.
C-30434,4.89,4.89,0,5,0,,No strong administrative-activity warning detected.
C-30138,4.88,4.88,0,4,0,,No strong administrative-activity warning detected.
C-32448,4.87,4.87,1,3,0,,No strong administrative-activity warning detected.
C-30924,4.86,4.86,0,1,0,,No strong administrative-activity warning detected.
C-32049,4.86,4.86,0,2,0,,No strong administrative-activity warning detected.
C-32124,4.84,4.84,2,4,0,,No strong administrative-activity warning detected.
C-31453,4.84,4.84,1,2,0,,No strong administrative-activity warning detected.
C-30809,4.8,4.8,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31913,4.76,4.76,1,2,0,,No strong administrative-activity warning detected.
C-32054,4.76,4.76,0,4,0,,No strong administrative-activity warning detected.
C-31210,4.74,4.74,0,3,0,,No strong administrative-activity warning detected.
C-30643,4.73,4.73,2,1,0,,No strong administrative-activity warning detected.
C-31463,4.73,4.73,2,1,0,,No strong administrative-activity warning detected.
C-32863,4.71,4.71,2,1,0,,No strong administrative-activity warning detected.
C-32412,4.7,4.7,0,3,0,,No strong administrative-activity warning detected.
C-33025,4.7,4.7,0,1,0,,No strong administrative-activity warning detected.
C-30764,4.7,4.7,1,2,0,,No strong administrative-activity warning detected.
C-32997,4.7,4.7,1,4,0,,No strong administrative-activity warning detected.
C-30992,4.69,4.69,1,2,0,,No strong administrative-activity warning detected.
C-30785,4.68,4.68,0,3,0,,No strong administrative-activity warning detected.
C-32099,4.66,4.66,1,1,0,,No strong administrative-activity warning detected.
C-33468,4.66,4.66,2,2,0,,No strong administrative-activity warning detected.
C-30123,4.65,4.65,1,3,0,,No strong administrative-activity warning detected.
C-30085,4.65,4.65,1,3,0,,No strong administrative-activity warning detected.
C-32590,4.64,4.64,1,2,0,,No strong administrative-activity warning detected.
C-33883,4.64,4.64,1,1,0,,No strong administrative-activity warning detected.
C-33516,4.62,4.62,2,3,0,,No strong administrative-activity warning detected.
C-31003,4.61,4.61,3,2,0,,No strong administrative-activity warning detected.
C-32944,4.61,4.61,1,3,0,,No strong administrative-activity warning detected.
C-33461,4.56,4.56,1,1,0,,No strong administrative-activity warning detected.
C-32075,4.55,4.55,0,1,0,,No strong administrative-activity warning detected.
C-30923,4.55,4.55,0,3,0,,No strong administrative-activity warning detected.
C-31717,4.54,4.54,1,3,0,,No strong administrative-activity warning detected.
C-30733,4.52,4.52,3,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33371,4.51,4.51,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31685,4.5,4.5,0,3,0,,No strong administrative-activity warning detected.
C-30402,4.5,4.5,1,0,0,,No strong administrative-activity warning detected.
C-30679,4.5,4.5,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30485,4.49,4.49,2,1,0,,No strong administrative-activity warning detected.
C-32245,4.49,4.49,1,1,0,,No strong administrative-activity warning detected.
C-33001,4.49,4.49,0,4,0,,No strong administrative-activity warning detected.
C-31584,4.49,4.49,1,3,0,,No strong administrative-activity warning detected.
C-31676,4.48,4.48,0,2,0,,No strong administrative-activity warning detected.
C-31093,4.47,4.47,2,4,0,,No strong administrative-activity warning detected.
C-30736,4.47,4.47,1,1,0,,No strong administrative-activity warning detected.
C-30871,4.47,4.47,2,4,0,,No strong administrative-activity warning detected.
C-30465,4.47,4.47,1,3,0,,No strong administrative-activity warning detected.
C-33954,4.46,4.46,0,2,0,,No strong administrative-activity warning detected.
C-34080,4.46,4.46,2,5,0,,No strong administrative-activity warning detected.
C-33363,4.46,4.46,0,2,0,,No strong administrative-activity warning detected.
C-31088,4.46,4.46,2,1,0,,No strong administrative-activity warning detected.
C-30189,4.45,4.45,1,3,0,,No strong administrative-activity warning detected.
C-32805,4.45,4.45,0,1,0,,No strong administrative-activity warning detected.
C-32268,4.45,4.45,0,2,0,,No strong administrative-activity warning detected.
C-34159,4.44,4.44,2,2,0,,No strong administrative-activity warning detected.
C-32010,4.44,4.44,0,1,0,,No strong administrative-activity warning detected.
C-30893,4.44,4.44,2,5,0,,No strong administrative-activity warning detected.
C-30215,4.43,4.43,2,0,0,,No strong administrative-activity warning detected.
C-32645,4.43,4.43,1,3,0,,No strong administrative-activity warning detected.
C-31825,4.41,4.41,1,0,0,,No strong administrative-activity warning detected.
C-31067,4.4,4.4,2,3,0,,No strong administrative-activity warning detected.
C-32503,4.4,4.4,0,2,0,,No strong administrative-activity warning detected.
C-32444,4.39,4.39,1,1,0,,No strong administrative-activity warning detected.
